DEPT.F,CALI,SGR,CGR,POTA,THOR,URAN,NPHL,DLIM,RHOB,PEF,PHIS,RT,RXO,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,PHItmri,DEPT
6007.5,7.6634,18.8882,9.306,0.3394,1.3419,0.884,20.21,14.7,2.4586,2.8242,15.05943463,1.141,9.2397,0.2812,0.2321,0.0466,0.0006,1.3806,8.4052,7.1248,1.3476,0.12,0.0132,18.9519,6007.5
6008,7.6556,17.1438,8.6089,0.3059,1.2798,0.7841,17.33,15.44,2.446,2.7643,14.36282686,1.2217,11.053,0.1142,0.3592,0.2112,0.0092,1.1651,7.8779,7.4307,1.138,0.0408,0.002,18.3483,6008
6008.5,7.6677,15.9604,8.1097,0.2829,1.2307,0.7178,13.95,13.19,2.4844,2.6244,14.06466431,1.2916,12.8961,0.0369,0.3079,0.3537,0.0487,0.9148,7.0923,7.5195,1.1956,0.0451,0.0064,17.5209,6008.5
6009,7.7376,16.0424,8.1196,0.2783,1.2557,0.7276,12.6,10.91,2.5234,2.5614,13.71936396,1.3291,13.6197,0.1038,0.1992,0.1595,0.0483,0.9581,6.6399,7.0504,1.4462,0.0541,0.0534,16.7129,6009
6009.5,7.7822,17.51,8.9453,0.3052,1.39,0.7836,13.85,11.4,2.5151,2.6837,13.32664311,1.3504,13.5489,0.1263,0.1679,0.0467,0.0154,1.114,6.7485,6.4634,1.4486,0.0859,0.1236,16.3403,6009.5
6010,7.7947,18.723,9.7505,0.3327,1.515,0.8161,16.38,13.28,2.4829,2.865,12.80798587,1.3908,14.2524,0.1068,0.1469,0.1371,0.0632,1.0478,6.879,6.4098,1.165,0.1031,0.1173,16.176,6010
6010.5,7.7751,18.3389,9.7761,0.3403,1.4873,0.774,16.31,14.07,2.4694,2.928,12.09964664,1.4634,16.1053,0.0753,0.1002,0.2699,0.1384,0.9398,6.8406,6.4325,0.9572,0.0965,0.0387,15.8891,6010.5
6011,7.7235,17.5801,9.5341,0.3364,1.4286,0.7294,14.51,12.74,2.4922,2.8426,11.78614841,1.5489,18.3055,0.0492,0.1479,0.2969,0.1026,1.0142,6.6527,5.8625,0.8533,0.1151,0.069,15.1634,6011
6011.5,7.7407,17.0569,9.3411,0.332,1.3881,0.6945,12.23,10.68,2.5274,2.7532,11.9404947,1.61,19.4242,0.0528,0.1765,0.2937,0.0852,0.9707,6.4479,5.454,0.7262,0.1203,0.1589,14.4862,6011.5
6012,7.7162,17.6003,9.6318,0.3407,1.4388,0.7125,10.96,9.76,2.5431,2.7761,12.17067138,1.6259,18.6572,0.0467,0.1386,0.3489,0.1855,0.8542,6.0837,5.4826,0.6438,0.0821,0.1209,13.987,6012
6012.5,7.6825,18.0858,9.8386,0.3479,1.4703,0.7288,12.31,9.8,2.5424,2.8122,12.68968198,1.631,17.54,0.0234,0.16,0.2851,0.3068,0.9301,5.8873,5.5196,0.526,0.0322,0.0259,13.6964,6012.5
6013,7.6331,19.8337,10.7988,0.3814,1.6159,0.7939,14.53,10.72,2.5267,2.819,14.34925795,1.6352,15.7964,0.0244,0.2924,0.1672,0.1886,1.2252,6.4542,5.0772,0.3221,0.0079,0.0015,13.7607,6013
6013.5,7.602,21.1014,11.3558,0.401,1.6998,0.8618,15.76,11.84,2.5076,2.8358,15.6004947,1.6518,15.2086,0.0293,0.2727,0.1089,0.0487,1.8316,7.3593,4.4102,0.1869,0.0049,0.0008,14.2533,6013.5
6014,7.5962,23.0563,12.3269,0.4355,1.8441,0.9521,15.52,11.64,2.5109,2.8504,15.04353357,1.6625,14.3397,0.051,0.1693,0.13,0.0562,2.5184,8.006,4.0182,0.143,0.0012,0.0002,15.0935,6014
6014.5,7.6139,25.0727,13.3189,0.474,1.9762,1.0428,15.5,11.53,2.5129,2.9078,14.5745583,1.6457,12.1608,0.0637,0.2022,0.2362,0.0547,2.892,8.6278,3.5698,0.0804,0,0,15.7268,6014.5
6015,7.6018,26.5397,13.7543,0.4964,2.0083,1.1386,17.75,12.81,2.491,2.9532,14.4555477,1.624,10.2544,0.0811,0.3075,0.3046,0.0943,3.3776,8.8828,2.7721,0.0208,0,0,15.8408,6015
6015.5,7.6046,28.8703,14.6087,0.5309,2.1162,1.2795,18.63,13.75,2.4749,2.9129,14.45886926,1.6152,9.1136,0.1991,0.2776,0.239,0.4371,4.2714,8.4433,1.9065,0.0023,0,0,15.7763,6015.5
6016,7.6473,31.2831,15.495,0.5592,2.2635,1.4339,18.87,13,2.4878,2.8769,14.59441696,1.6225,8.675,0.2112,0.089,0.1869,1.1909,5.1694,7.5814,1.2754,0,0,0,15.7042,6016
6016.5,7.7315,32.6186,15.9698,0.5668,2.3784,1.5345,19.55,11.82,2.5079,2.8944,14.48727915,1.6671,8.8312,0.0959,0.0182,0.2107,1.9316,5.8553,6.5503,0.8683,0,0,0,15.5303,6016.5
6017,7.7322,31.8823,15.6458,0.5502,2.3543,1.5102,19.01,11.11,2.52,2.9272,13.61201413,1.748,9.1441,0.0447,0.0657,0.3542,2.2624,6.2946,5.4179,0.5874,0.0004,0.0002,0.0045,15.032,6017
6017.5,7.6903,28.9355,14.2541,0.5029,2.1373,1.3695,17.32,10.46,2.5312,2.9525,12.38459364,1.861,9.5321,0.0264,0.1376,0.5028,2.3145,6.323,4.3802,0.4186,0.0032,0.0068,0.0517,14.1648,6017.5
6018,7.6803,25.3801,12.4652,0.4466,1.8365,1.2044,14.58,9.86,2.5414,2.9321,11.22734982,2.0537,10.8059,0.0295,0.1132,0.3199,2.1489,5.9141,3.7307,0.4238,0.0429,0.0334,0.1341,12.8905,6018
6018.5,7.6856,21.3809,10.3726,0.3724,1.5248,1.0301,12.34,9.08,2.5547,2.8802,10.36798587,2.3259,13.2066,0.0436,0.1141,0.1333,1.545,5.0466,3.6556,0.8846,0.2007,0.065,0.1173,11.8058,6018.5
6019,7.6771,18.7315,9.0021,0.3242,1.3183,0.9116,11.35,9.11,2.5542,2.9678,9.909328622,2.5975,15.5033,0.0286,0.1954,0.2022,0.8073,3.7631,3.9616,1.8566,0.4776,0.056,0.0372,11.3856,6019
6019.5,7.6039,17.8475,8.3405,0.3028,1.2097,0.8942,12.72,10.65,2.5278,3.2561,9.565724382,2.8158,16.3884,0.0075,0.1874,0.3288,0.2902,2.4464,4.3782,2.8081,0.7966,0.0776,0.0054,11.3262,6019.5
6020,7.5421,17.4892,7.7872,0.2827,1.1294,0.9188,14.39,11.88,2.5069,3.4611,9.05639576,3.0718,17.7153,0.0009,0.1477,0.375,0.0883,1.576,4.624,3.4851,1.087,0.1516,0.0226,11.5582,6020
6020.5,7.5401,17.6737,7.4974,0.2683,1.1059,0.9731,15.41,11.33,2.5163,3.3859,8.234840989,3.4126,20.2521,0.0005,0.1053,0.2999,0.0535,1.2814,4.7276,3.8763,1.3466,0.2535,0.048,11.9926,6020.5
6021,7.5656,16.4425,6.6717,0.2319,1.0167,0.9379,13.84,9.51,2.5473,3.2119,7.365724382,3.9123,25.1768,0.0002,0.0333,0.1066,0.0398,1.2936,4.71,3.9243,1.5126,0.3881,0.0471,12.0556,6021
6021.5,7.5904,15.0903,6.0167,0.2013,0.9541,0.8719,10.6,7.43,2.5829,3.1512,6.300848057,4.4829,30.4063,0.0001,0.0031,0.0539,0.1153,1.2876,4.0818,3.6795,1.606,0.3732,0.0313,11.2318,6021.5
6022,7.6131,14.4013,5.6208,0.1878,0.8927,0.8473,6.75,4.76,2.6286,3.3007,5.656113074,5.1581,37.5987,0.0018,0.0154,0.2567,0.2858,1.0427,3.18,2.9148,1.4218,0.3999,0.0623,9.5812,6022
6022.5,7.6611,13.9253,5.4586,0.1849,0.8554,0.8111,4.14,2.52,2.6669,3.6316,4.996254417,5.9072,50.0162,0.0263,0.0464,0.3932,0.2584,0.9438,2.7637,1.7261,0.7995,0.6199,0.2072,7.7845,6022.5
6023,7.6861,13.8612,5.5836,0.1908,0.8669,0.784,3.3,2.37,2.6695,3.9602,4.316325088,7.328,192.4807,0.0996,0.0664,0.2283,0.1134,1.2916,2.4959,0.7318,0.3066,0.6545,0.3206,6.3087,6023
6023.5,7.6769,13.2319,5.5509,0.193,0.8463,0.7094,3.11,3.62,2.648,4.1316,4.128975265,8.8248,102.2191,0.1207,0.0531,0.1363,0.1543,1.3998,2.1446,0.3031,0.1017,0.3856,0.3574,5.1566,6023.5
6024,7.6401,13.0069,5.6906,0.1998,0.8584,0.657,3.28,4.89,2.6264,4.2095,4.038798587,8.9775,106.9519,0.0573,0.0287,0.1852,0.3078,1.1627,1.9125,0.2471,0.0216,0.1238,0.3532,4.3999,6024
6024.5,7.6338,12.1075,5.3312,0.1887,0.7968,0.6025,3.34,5.04,2.6238,4.3804,3.956819788,9.1636,120.4714,0.0237,0.01,0.1481,0.4095,1.099,1.6867,0.3327,0.0526,0.0404,0.2856,4.0883,6024.5
6025,7.641,11.5481,5.051,0.1805,0.7471,0.5766,3.51,3.97,2.642,4.5486,4.295759717,8.3925,330.317,0.0426,0.0088,0.0831,0.5935,1.1863,1.2594,0.5823,0.208,0.068,0.1863,4.2183,6025
6025.5,7.6429,11.5146,5.0593,0.1797,0.753,0.5706,4.57,2.4,2.669,4.436,5.454770318,6.9061,58.4462,0.0486,0.0164,0.122,0.8398,0.8999,1.1316,1.0407,0.3143,0.0782,0.2535,4.745,6025.5
6026,7.6537,11.8424,5.1161,0.1825,0.7578,0.5955,6.3,1.87,2.6781,4.0173,6.271166078,6.0552,39.78,0.0593,0.0196,0.1417,0.7996,0.5845,1.3975,1.6505,0.5602,0.1787,0.4065,5.7981,6026
6026.5,7.6214,12.8668,5.51,0.1983,0.808,0.6508,10.19,4.2,2.6382,3.501,7.101978799,5.2931,30.9054,0.0972,0.0157,0.0692,0.5795,0.676,1.5834,2.3492,1.4639,0.4992,0.2986,7.6319,6026.5
6027,7.5752,13.6804,5.7675,0.21,0.8342,0.6973,13.07,7.59,2.5802,3.1435,7.998939929,4.5914,24.3313,0.0809,0.0074,0.0174,0.4593,0.8931,1.6766,3.1668,2.5821,0.7956,0.1081,9.7873,6027
6027.5,7.5598,14.3299,5.9884,0.2212,0.8513,0.73,13.48,8.96,2.5567,3.0669,8.797879859,4.0376,19.9805,0.1184,0.036,0.015,0.3411,0.9164,2.0981,3.7213,2.993,0.9544,0.1026,11.2963,6027.5
6028,7.5776,15.4739,6.4549,0.2408,0.9068,0.7789,13.42,8.8,2.5595,3.1579,10.09074205,3.6226,16.8306,0.1746,0.1162,0.1006,0.1515,0.7093,3.2157,4.2103,2.6748,1.0773,0.242,12.6723,6028
6028.5,7.5801,18.2465,7.6553,0.2859,1.0736,0.8993,13.22,8.38,2.5667,3.219,11.01660777,3.2718,14.1792,0.077,0.1093,0.1848,0.0766,0.7983,4.1677,4.6163,2.251,0.8914,0.2614,13.4338,6028.5
6029,7.608,22.1191,9.3921,0.3522,1.3104,1.0641,14.15,8.63,2.5624,3.1764,11.63922261,2.9862,12.0111,0.0127,0.0811,0.1737,0.1326,1.3496,4.7673,4.9692,2.0267,0.4754,0.1098,14.0981,6029
6029.5,7.6009,25.357,11.0573,0.415,1.5413,1.1773,16.3,11.3,2.5168,3.0751,12.15865724,2.7282,9.8668,0.0423,0.2878,0.2581,0.1285,1.7579,5.788,5.1174,1.3569,0.2099,0.0623,15.0091,6029.5
6030,7.6085,27.8859,12.4235,0.4702,1.7134,1.2666,18.03,14.85,2.4561,2.9843,12.30932862,2.619,8.8726,0.0799,0.5264,0.4006,0.0757,1.9116,6.7396,4.9254,0.7489,0.1025,0.0763,15.5869,6030
6030.5,7.6394,30.3841,13.7616,0.5266,1.8706,1.3564,17.3,14.6,2.4604,2.9687,11.95279152,2.725,9.3944,0.0618,0.4863,0.5463,0.0692,2.2998,7.2743,4.4018,0.4022,0.0221,0.0675,15.6313,6030.5
6031,7.6096,30.863,14.3471,0.5441,1.9733,1.3429,14.36,10.22,2.5352,3.0694,11.08911661,3.0575,11.5567,0.0124,0.2302,0.617,0.113,2.7628,7.0598,3.8454,0.4438,0.0104,0.0231,15.1179,6031
6031.5,7.5689,29.2365,13.8728,0.5209,1.9329,1.2543,12.39,5.29,2.6196,3.2458,9.971731449,3.4824,14.4169,0.0058,0.2362,0.7665,0.1323,2.4467,6.6166,3.5912,0.5171,0.0179,0.0029,14.3332,6031.5
6032,7.5805,25.0971,12.2019,0.4521,1.7285,1.0519,12.04,3,2.6588,3.3655,7.833710247,3.9305,17.1847,0.0207,0.3286,0.7745,0.1665,1.7036,5.6564,3.7352,0.7068,0.0204,0.0001,13.1128,6032
6032.5,7.5726,20.6096,10.2018,0.3778,1.4456,0.8499,12.05,3.49,2.6504,3.4164,6.36204947,4.4554,20.7717,0.0392,0.2278,0.5057,0.3291,1.3225,4.1488,4.14,1.1499,0.023,0,11.886,6032.5
6033,7.5617,17.5883,8.7861,0.331,1.2182,0.7176,11.56,4.24,2.6374,3.4384,5.341201413,5.0289,25.2396,0.0414,0.089,0.3133,0.5382,1.0379,2.9554,4.6,1.614,0.038,0,11.2272,6033
6033.5,7.5614,16.4948,8.2167,0.3152,1.1124,0.6816,11.77,5.09,2.623,3.3946,4.392014134,5.7569,33.541,0.0334,0.0494,0.2525,0.4146,0.8729,2.6313,4.4949,2.0138,0.1711,0.0324,10.9663,6033.5
6034,7.5735,15.2574,7.5373,0.2913,1.0102,0.6505,12.1,6.2,2.604,3.3744,3.96819788,6.4582,42.9747,0.0245,0.0385,0.1493,0.1611,0.8939,2.9861,3.8818,1.9674,0.547,0.2417,10.8913,6034
6034.5,7.5651,14.2234,7.055,0.2696,0.9601,0.6165,12.07,6.89,2.5922,3.3818,3.666572438,7.157,54.0788,0.0158,0.0098,0.0356,0.1492,0.9607,3.1812,3.4675,1.5799,0.8324,0.7429,10.975,6034.5
6035,7.5579,13.063,6.6062,0.2468,0.9259,0.5618,11.74,7.29,2.5854,3.3193,3.508056537,7.9399,71.0287,0.0059,0.0004,0.0247,0.4572,0.8836,2.5702,3.7337,1.4246,0.7396,1.1984,11.0383,6035
6035.5,7.5874,12.0049,6.2901,0.2335,0.8887,0.4927,10.23,6.63,2.5965,3.2979,3.592014134,8.7936,96.6347,0.0125,0.0085,0.0933,0.7913,0.5512,1.9225,4.2019,1.4042,0.6263,1.1852,10.7969,6035.5
6036,7.6191,10.8585,6.0322,0.2231,0.8562,0.4038,7.34,4.08,2.6403,3.4843,3.791943463,9.6995,136.9297,0.0677,0.0479,0.1331,0.6121,0.4727,1.7388,3.8357,1.7198,0.6362,0.7076,9.9716,6036
6036.5,7.7012,10.0481,5.9076,0.2178,0.8416,0.3325,5.7,1.39,2.6862,3.8122,3.857597173,10.5347,189.0944,0.0889,0.0683,0.0878,0.3511,0.6688,1.5345,2.8083,2.0733,0.6057,0.2041,8.4908,6036.5
6037,7.7192,10.0628,6.1683,0.2291,0.8705,0.3009,5.09,1.26,2.6885,4.0184,3.750459364,11.3502,281.8752,0.0354,0.0311,0.0529,0.3429,0.8798,1.2817,2.0088,1.732,0.4419,0.0321,6.8386,6037
6037.5,7.6964,10.3857,6.5567,0.2439,0.9236,0.291,4.9,2.9,2.6604,4.0316,3.563109541,11.8421,339.1736,0.0571,0.0145,0.0226,0.2265,1.1608,1.6175,1.1599,1.0344,0.3872,0.0285,5.709,6037.5
6038,7.6724,10.7505,6.9225,0.2577,0.974,0.299,4.69,3.76,2.6457,4.0277,3.449469965,11.9784,306.2073,0.0838,0.0465,0.0368,0.1157,1.3041,1.9551,0.5495,0.4984,0.4331,0.0865,5.1095,6038
6038.5,7.6515,10.3144,6.7891,0.2515,0.9611,0.2856,4.04,3.43,2.6514,4.1593,3.419858657,12.0083,294.524,0.034,0.0479,0.0944,0.2781,1.1631,1.6492,0.6159,0.2406,0.2828,0.222,4.628,6038.5
6039,7.6892,9.8956,6.7199,0.2451,0.9696,0.2588,3.44,2.65,2.6646,4.3631,3.71024735,12.0571,319.1227,0.0029,0.0551,0.2212,0.4245,0.898,1.2593,0.7811,0.1464,0.0597,0.3381,4.1863,6039
6039.5,7.6951,10.224,7.1462,0.255,1.0581,0.2458,2.74,1.92,2.6772,4.4407,3.882826855,12.099,353.4711,0.0027,0.1194,0.4191,0.34,0.7202,1.2221,0.6513,0.1106,0.0759,0.3313,3.9926,6039.5
6040,7.6724,10.7176,7.5917,0.2661,1.1468,0.2393,2.95,2.39,2.6691,4.3901,3.836607774,11.9432,327.9773,0.0009,0.0985,0.5362,0.3753,0.5051,1.1983,0.5674,0.2379,0.1985,0.1893,3.9074,6040
6040.5,7.6414,11.6035,8.1952,0.2808,1.2686,0.2634,3.73,3.91,2.6432,4.3708,3.726996466,11.7775,332.3519,0,0.0378,0.4881,0.3783,0.3829,1.2051,0.7822,0.4928,0.2113,0.0451,4.0236,6040.5
6041,7.6101,11.3113,7.8369,0.2656,1.2271,0.2726,4.32,4.86,2.6268,4.4587,3.522190813,11.7518,540.9796,0,0.037,0.3052,0.1878,0.4381,1.3824,1.0907,0.6542,0.1926,0.0142,4.3022,6041
6041.5,7.6132,11.4189,7.632,0.2583,1.1968,0.3097,4.21,5.3,2.6194,4.5665,3.333498233,11.6398,1291.0845,0.0002,0.0684,0.1994,0.0528,0.4401,1.5738,1.3084,0.7421,0.1995,0.01,4.5947,6041.5
6042,7.6674,11.3736,7.2107,0.2462,1.1208,0.3432,3.83,5.25,2.6203,4.6158,3.127137809,11.1959,1071.6027,0.0061,0.1582,0.3566,0.064,0.2283,1.448,1.7632,0.6276,0.1214,0.0023,4.7757,6042
6042.5,7.6827,11.8523,7.2347,0.2446,1.1359,0.3849,3.64,3.76,2.6457,4.6848,2.897809187,10.6175,597.6228,0.025,0.258,0.6445,0.1932,0.0419,1.026,2.2337,0.3604,0.0269,0.0002,4.8098,6042.5
6043,7.694,12.7672,7.5067,0.2462,1.2149,0.4502,3.71,1.59,2.6828,4.6436,3.023957597,9.9496,329.2916,0.0246,0.1902,0.8788,0.492,0.0081,0.6838,2.1474,0.3569,0.0054,0.0001,4.7873,6043
6043.5,7.6794,13.6827,7.9373,0.2536,1.3167,0.4948,5.14,1.43,2.6856,4.2277,3.482897527,9.1457,165.4096,0.006,0.0775,0.8335,0.8395,0.0677,0.5034,1.8305,0.751,0.0521,0.0013,4.9625,6043.5
6044,7.6132,13.9385,7.9978,0.2528,1.3399,0.5091,8.21,3.7,2.6467,3.6151,4.286925795,8.4643,107.3979,0,0.01,0.3937,0.9656,0.3339,0.445,1.9051,1.5616,0.2487,0.0361,5.8997,6044
6044.5,7.5482,13.3795,7.6131,0.2432,1.2635,0.4854,11.73,6.87,2.5925,3.1972,4.862120141,8.06,90.6856,0.0005,0.0309,0.1221,0.4277,0.652,0.9864,2.4455,2.6739,0.9909,0.1552,8.4851,6044.5
6045,7.5207,13.21,7.438,0.2438,1.2054,0.471,13.59,8.77,2.56,3.1198,5.299646643,7.8871,91.2666,0.0054,0.0398,0.1006,0.4489,0.9132,1.0966,2.6396,3.3179,1.9259,0.4813,10.9692,6045
6045.5,7.4925,12.652,6.867,0.2279,1.0996,0.477,12.99,8.06,2.5721,3.2177,5.549469965,7.7399,89.2449,0.0047,0.0058,0.021,0.6947,1.0303,0.7123,2.8173,3.7419,1.8789,0.4152,11.3221,6045.5
6046,7.4829,12.3158,6.4693,0.215,1.0346,0.4917,11.65,6.73,2.595,3.2845,5.696961131,7.6935,91.3852,0.0245,0.027,0.0821,0.503,0.9576,0.8347,2.663,3.9571,1.5336,0.1285,10.7111,6046
6046.5,7.4873,11.765,6.1115,0.2015,0.985,0.4834,9.87,6.24,2.6033,3.3867,6.031024735,7.7876,113.1635,0.0382,0.0311,0.1363,0.6351,0.6097,0.9123,2.8914,3.5067,1.2059,0.0581,10.0248,6046.5
6047,7.479,10.671,5.5767,0.1817,0.9094,0.4339,9.46,6.5,2.5989,3.5806,6.353922261,7.842,134.4656,0.0119,0.0199,0.1824,0.9862,0.3389,0.7808,3.2816,2.9041,0.9779,0.1093,9.593,6047
6047.5,7.4697,10.4873,5.5422,0.1814,0.9,0.4108,9.41,7.17,2.5874,3.7488,6.422614841,7.8098,114.3724,0.002,0.0425,0.261,0.7625,0.3625,1.0337,3.2362,2.7533,0.9752,0.1556,9.5845,6047.5
6048,7.477,10.3605,5.4766,0.1796,0.8877,0.3901,10.16,7.48,2.582,3.8629,6.495265018,7.8193,101.6338,0.0027,0.0393,0.2286,0.366,0.299,1.4294,3.3776,2.7511,1.0121,0.2287,9.7345,6048
6048.5,7.4819,9.9772,5.1249,0.17,0.8217,0.3824,10.68,7.64,2.5794,3.9313,6.581201413,7.8806,96.725,0.0108,0.0123,0.0962,0.3889,0.2595,1.3049,3.7457,3.1225,0.9328,0.2192,10.0928,6048.5
6049,7.4922,10.2284,5.0546,0.1716,0.7917,0.4102,11.63,7.91,2.5747,3.8701,6.727491166,7.9571,92.2545,0.0131,0.001,0.0186,0.5866,0.4046,0.8131,4.0112,3.779,0.7644,0.0696,10.4612,6049
6049.5,7.4935,9.8118,4.6039,0.1603,0.7022,0.4222,12.34,7.8,2.5766,3.698,6.843816254,8.1269,94.3975,0.0069,0.0001,0.0049,0.5009,0.5415,0.8281,3.9675,3.8862,0.7597,0.0222,10.518,6049.5
6050,7.4882,10.1646,4.5527,0.1616,0.6798,0.4735,11.75,7.79,2.5768,3.6116,6.702897527,8.3768,100.7153,0.0026,0.0001,0.0022,0.3056,0.5891,1.2112,3.6764,3.6804,0.9192,0.0389,10.4257,6050
6050.5,7.485,11.1502,4.8232,0.1748,0.7029,0.5409,11.42,8.75,2.5604,3.6951,6.518727915,8.6393,106.7298,0.0005,0.0024,0.0026,0.0843,0.5575,1.8921,3.1227,3.2948,1.2122,0.0786,10.2477,6050.5
6051,7.4829,11.5581,4.9338,0.1851,0.6892,0.5639,11.47,9.65,2.545,3.8302,6.374416961,8.9186,116.5155,0.0003,0.0095,0.019,0.0269,0.5454,2.2405,2.7876,2.9845,1.3416,0.1284,10.0837,6051
6051.5,7.4796,12.1712,5.1076,0.1986,0.6803,0.5989,10.97,9.88,2.541,3.9138,6.267208481,9.1624,124.5553,0.0002,0.0131,0.0482,0.0822,0.6234,2.1575,2.7532,2.7605,1.2822,0.1887,9.9092,6051.5
6052,7.4856,12.083,5.0104,0.202,0.6332,0.6047,10.81,9.43,2.5488,3.8911,6.038657244,9.2441,113.4355,0.0001,0.008,0.0558,0.1782,0.7429,1.8816,2.8042,2.6968,1.1588,0.1937,9.7201,6052
6052.5,7.4959,11.6302,4.7265,0.1927,0.5871,0.6074,10.1,7.8,2.5766,3.7984,5.61795053,9.3791,107.9952,0,0.0009,0.018,0.3292,0.9814,1.3598,2.8807,2.8394,0.9367,0.1106,9.4567,6052.5
6053,7.5359,11.5178,4.5684,0.1881,0.5589,0.6326,8.86,6.01,2.6072,3.7685,5.323886926,9.6903,116.6778,0.0012,0.0004,0.0131,0.5436,0.9289,0.9636,2.9318,2.789,0.783,0.1198,9.0744,6053
6053.5,7.5712,11.1172,4.4829,0.1814,0.5631,0.6117,7.66,4.67,2.6301,3.8055,5.464028269,10.0733,135.4517,0.0066,0.0027,0.0388,0.7075,0.6243,0.7867,2.9333,2.4006,0.6623,0.2299,8.3927,6053.5
6054,7.5937,10.7803,4.4459,0.1741,0.5858,0.5903,7.07,4.54,2.6324,3.8975,5.602897527,10.3307,140.7064,0.0086,0.0116,0.041,0.6066,0.595,0.9301,2.756,2.2369,0.6821,0.2131,8.081,6054
6054.5,7.6075,10.1242,4.2924,0.1634,0.588,0.5483,7.49,5.54,2.6152,3.9916,5.450812721,10.4448,128.83,0.0195,0.041,0.0368,0.399,0.5557,1.2156,2.4959,2.0841,0.7797,0.191,7.8183,6054.5
6055,7.6029,9.4478,4.0824,0.1508,0.5806,0.5109,8.76,5.61,2.614,3.8303,5.305017668,10.4983,119.9135,0.0413,0.086,0.0362,0.1834,0.4244,1.4378,2.3534,1.9504,0.9118,0.2403,7.665,6055
6055.5,7.6325,8.7864,3.8301,0.1417,0.5439,0.4764,10.02,5.72,2.6122,3.4949,5.282261484,10.5167,112.8843,0.0564,0.113,0.0382,0.0632,0.2346,1.4191,2.409,1.9515,1.0583,0.3367,7.68,6055.5
6056,7.5959,8.6692,3.8561,0.1448,0.5371,0.4609,9.93,6.55,2.5981,3.4116,5.130035336,10.5256,109.056,0.0482,0.0946,0.0338,0.0312,0.0955,1.2371,2.524,2.0939,1.2481,0.4277,7.8341,6056
6056.5,7.5526,9.3523,4.1968,0.1558,0.593,0.4923,9.13,6.09,2.6058,3.6313,4.781201413,10.6236,118.531,0.0243,0.0508,0.0267,0.0343,0.0387,1.099,2.5411,2.2363,1.4893,0.5031,8.0436,6056.5
6057,7.5461,9.8925,4.5787,0.1702,0.6457,0.5114,8.12,4.9,2.6262,3.8606,4.215335689,10.8378,162.7792,0.0059,0.0255,0.0417,0.0493,0.0359,1.0733,2.4186,2.3295,1.7281,0.5485,8.2563,6057
6057.5,7.5597,10.5632,4.9641,0.1801,0.7205,0.5488,7.07,4.22,2.6379,3.9316,3.600141343,10.8055,215.3295,0.0009,0.0368,0.1002,0.084,0.0504,1.0663,2.2113,2.4924,1.8914,0.5155,8.4492,6057.5
6058,7.5844,11.0783,5.3462,0.191,0.79,0.5734,5.85,3,2.6587,3.9618,3.105371025,10.5692,270.6304,0.0014,0.0516,0.1561,0.1156,0.0579,1.0266,2.0865,2.6733,1.9307,0.4439,8.5436,6058
6058.5,7.6438,10.4664,5.2743,0.1844,0.799,0.5334,4.69,0.85,2.6954,4.0774,2.74459364,10.1701,308.3518,0.0041,0.06,0.2225,0.167,0.0704,0.9208,1.9851,2.9806,1.8767,0.3049,8.5921,6058.5
6059,7.6981,10.1232,5.4066,0.184,0.8429,0.4929,4.25,-0.23,2.714,4.1925,2.74565371,9.7075,374.8568,0.013,0.0491,0.2207,0.218,0.1025,0.8041,2.0022,3.1909,1.7023,0.1896,8.4924,6059
6059.5,7.7257,9.2835,5.3193,0.1791,0.8388,0.4246,3.67,0,2.71,4.1977,3.243745583,9.2539,410.0065,0.0318,0.0324,0.1591,0.2754,0.1639,0.6896,2.0742,3.2618,1.4344,0.1113,8.2339,6059.5
6060,7.7496,8.8263,5.278,0.1753,0.8438,0.3737,3.4,0.12,2.7079,4.2028,3.752438163,8.624,368.3445,0.0501,0.0301,0.1218,0.3091,0.209,0.6144,2.1313,3.2274,1.2206,0.0727,7.9865,6060
6060.5,7.7507,9.0087,5.4819,0.1827,0.8736,0.3667,3.37,0.46,2.7022,4.3261,4.421625442,7.8965,579.7894,0.0742,0.0471,0.1269,0.3487,0.2434,0.5394,2.2007,3.0412,0.8903,0.0288,7.5407,6060.5
6061,7.7504,9.0399,5.5071,0.1832,0.8791,0.3682,3.64,1.44,2.6854,4.4499,5.188339223,7.2899,533.6241,0.0848,0.0975,0.2121,0.3687,0.2271,0.5731,2.2076,2.6587,0.6127,0.0079,7.0502,6061
6061.5,7.7482,8.8693,5.4002,0.1819,0.8515,0.3583,4.37,2.31,2.6704,4.4548,5.802614841,6.7879,623.7433,0.0821,0.1372,0.2728,0.3807,0.2268,0.6603,2.1339,2.3325,0.4799,0.0027,6.7089,6061.5
6062,7.6811,8.9221,5.5477,0.1891,0.864,0.3371,4.96,3.3,2.6536,4.3233,6.416607774,6.3235,1265.0162,0.0642,0.1691,0.3137,0.421,0.2921,0.8047,1.9257,1.8375,0.3508,0.0018,6.1806,6062
6062.5,7.6394,9.2109,5.8833,0.1999,0.9192,0.3187,5.99,4.94,2.6255,4.1787,6.936183746,5.9116,3426.3555,0.0485,0.1601,0.2904,0.4632,0.3898,0.8539,1.7663,1.5569,0.2918,0.0031,5.824,6062.5
