DEPT.F,CALI,SGR,CGR,POTA,THOR,URAN,NPHL,DLIM,RHOB,PEF,PHIS,RT,RXO,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,PHItmri,DEPT
3982.5,12.3133,103.0497,48.2195,1.8092,6.3388,4.4408,34.67,59.56,1.6915,2.2463,20.80939929,2.2484,2.2934,7.139,3.2519,0.2784,1.7114,2.3664,2.8645,2.0715,0.6012,1.8713,2.8525,25.0081,3982.5
3983,12.4011,106.6813,55.2488,2.0714,7.2396,4.0422,34.35,47.86,1.8916,2.7747,22.38113074,2.4851,2.3528,7.4576,2.9996,0.2407,1.4853,2.0203,2.7644,2.2256,0.6138,1.4721,3.0353,24.3147,3983
3983.5,12.2392,103.796,57.754,2.1796,7.48,3.5015,32.38,41.13,2.0067,2.9739,22.39250883,2.5744,2.3113,7.3005,2.3767,0.2329,1.2063,1.5871,2.3878,2.0997,0.654,1.053,2.7558,21.6538,3983.5
3984,11.457,99.8982,57.7789,2.2124,7.3272,3.1018,31.38,35.75,2.0987,2.9158,20.62091873,2.5405,2.357,6.4544,1.6712,0.338,0.9485,1.0657,1.8729,1.8189,0.6911,0.7537,2.1538,17.7682,3984
3984.5,10.8539,98.3234,57.8888,2.2328,7.2683,2.9258,28.77,29.99,2.1972,2.859,20.58805654,2.5199,2.4241,5.3073,0.9467,0.522,0.6881,0.5997,1.4241,1.5632,0.6452,0.472,1.6314,13.7997,3984.5
3985,10.6528,98.6412,58.8586,2.2739,7.3792,2.8231,28.06,25.39,2.2758,2.787,21.36530035,2.5039,2.483,4.4155,0.554,0.6594,0.4812,0.32,1.1541,1.3382,0.4737,0.3023,1.3749,11.0733,3985
3985.5,10.7872,100.6617,61.1083,2.347,7.7355,2.7398,28.6,22.54,2.3246,2.6373,23.04431095,2.4391,2.4779,4.0153,0.41,0.5981,0.3885,0.2372,0.9725,1.0567,0.352,0.2659,1.1182,9.4144,3985.5
3986,10.9232,99.572,61.3877,2.3472,7.8266,2.5917,30.34,22.42,2.3266,2.5704,25.17123675,2.3021,2.4044,4.4276,0.3325,0.3847,0.3535,0.2748,0.8633,0.843,0.3075,0.2246,0.9112,8.9227,3986
3986.5,11.5529,103.3402,64.7284,2.4775,8.2421,2.5716,31.67,28.05,2.2304,2.7143,27.14120141,2.1273,2.2293,5.6667,0.4073,0.1401,0.3095,0.4386,0.8844,0.7503,0.2736,0.2183,0.8534,9.9422,3986.5
3987,12.2445,107.7967,68.4682,2.6293,8.677,2.5885,32.13,33.59,2.1356,3.1043,28.38402827,1.9525,2.0267,7.0693,0.6813,0.0163,0.2003,0.654,1.0294,0.7173,0.2343,0.1897,0.9721,11.764,3987
3987.5,12.5306,111.6345,71.4605,2.7759,8.9141,2.6207,33.81,35.49,2.1032,3.5106,27.4619788,1.8923,1.9306,8.0341,1.0502,0.0005,0.1278,0.8211,1.2183,0.6952,0.1731,0.1344,1.2014,13.4561,3987.5
3988,12.6474,112.1204,72.6581,2.8516,8.9491,2.5217,34.87,36.53,2.0854,3.6218,24.99321555,1.9582,1.9945,8.1327,1.4984,0.0025,0.1276,0.9732,1.3183,0.6564,0.13,0.1152,1.3417,14.296,3988
3988.5,11.6056,104.9784,68.2991,2.7108,8.2947,2.3262,32.41,31.51,2.1711,3.6762,21.40671378,2.1006,2.1633,7.3849,1.916,0.0219,0.1467,1.0538,1.2439,0.5671,0.119,0.1228,1.3007,13.8768,3988.5
3989,10.1433,94.6783,61.6294,2.4554,7.4613,2.0895,28.87,24.24,2.2955,3.8238,17.52946996,2.5261,2.6581,6.3217,2.0047,0.0905,0.1283,0.9157,1.0775,0.4661,0.0852,0.131,1.1321,12.3528,3989
3989.5,9.4536,85.9467,55.8126,2.2113,6.8282,1.933,25.7,23.5,2.3081,3.9081,14.43236749,3.0225,3.2622,5.0144,1.5066,0.2704,0.3451,0.6939,0.729,0.3638,0.0774,0.1957,0.7881,9.9844,3989.5
3990,9.1453,75.9061,49.0302,1.9365,6.0342,1.7703,21,21.85,2.3364,3.9886,11.01745583,3.4405,3.7448,3.9298,0.7973,0.3939,0.6088,0.4648,0.3822,0.2625,0.1008,0.184,0.4402,7.5643,3990
3990.5,8.7107,64.9162,41.7168,1.6413,5.1704,1.5607,16.1,14.36,2.4644,4.0183,8.390035336,4.6737,5.032,2.7794,0.546,0.5448,0.5471,0.1993,0.1614,0.1998,0.1539,0.1467,0.1614,5.4398,3990.5
3991,8.4447,54.2817,34.3968,1.3528,4.272,1.3736,9.59,7.54,2.581,3.9944,6.919363958,6.7967,7.0757,1.563,0.4763,0.7375,0.4301,0.0492,0.0453,0.1037,0.1354,0.0896,0.0521,3.6822,3991
3991.5,8.3058,45.6153,28.5037,1.1216,3.545,1.2052,7.58,4.39,2.6349,4.0373,5.917809187,9.1978,9.1992,0.7785,0.4965,0.7809,0.3306,0.0351,0.0145,0.0199,0.0358,0.0301,0.0645,2.5864,3991.5
3992,8.25,39.706,24.2475,0.9496,3.0467,1.1289,6.7,3.53,2.6496,4.0969,5.833003534,10.8549,10.6976,0.5548,0.6316,0.5308,0.2366,0.0467,0.0388,0.0137,0.0046,0.0061,0.0489,2.1126,3992
3992.5,8.214,38.7916,23.2258,0.9116,2.9215,1.1692,6.19,3.53,2.6497,4.1752,6.460353357,11.7967,11.6186,0.4585,0.6738,0.3627,0.1379,0.0397,0.0927,0.032,0.0044,0.0043,0.0201,1.8261,3992.5
3993,8.2079,41.1081,23.9447,0.9441,3.0085,1.3309,6.03,3.43,2.6513,4.2611,8.001837456,12.7276,12.8633,0.7225,0.5368,0.3052,0.0613,0.0252,0.1156,0.0582,0.0037,0.0008,0.0025,1.8318,3993
3993.5,8.2044,42.1524,23.7101,0.9309,3.0187,1.4699,5.89,3.38,2.6522,4.317,8.766713781,13.3618,14.0531,1.3786,0.3639,0.1626,0.012,0.0048,0.0821,0.1087,0.0024,0,0,2.1151,3993.5
3994,8.2039,42.6661,23.1262,0.8914,3.0391,1.5836,5.64,3.21,2.6551,4.462,9.463816254,13.8492,15.0478,1.8757,0.2567,0.023,0.0005,0,0.0682,0.1482,0.0008,0,0,2.3731,3994
3994.5,8.1863,39.7406,20.6209,0.775,2.8127,1.5834,5.42,2.32,2.6703,4.6916,10.2014841,14.7951,16.0793,1.8994,0.1631,0.0002,0,0,0.0574,0.1586,0.0035,0,0,2.2822,3994.5
3995,8.1848,38.2655,18.987,0.7094,2.6161,1.6298,4.8,1.6,2.6827,4.7752,10.96812721,13.8289,15.3419,1.7876,0.0649,0,0,0,0.0396,0.1507,0.009,0,0,2.0518,3995
3995.5,8.181,38.6134,18.2734,0.6898,2.4889,1.7508,5.01,2.68,2.6642,4.6645,12.34650177,11.5231,13.8181,1.528,0.0301,0,0,0.0001,0.0414,0.1266,0.0125,0,0,1.7387,3995.5
3996,8.1747,42.1884,19.2136,0.7395,2.5517,1.9962,6.31,5.37,2.6182,4.4465,12.40254417,10.5644,13.9158,1.2554,0.0411,0,0,0.0047,0.0892,0.067,0.0053,0.0002,0.0028,1.4657,3996
3996.5,8.1895,46.9384,20.7072,0.8038,2.7194,2.2958,7.47,7.88,2.5753,4.1614,11.74621908,8.5827,11.8215,1.0934,0.0689,0,0,0.0181,0.1189,0.016,0.0004,0.0008,0.0254,1.3419,3996.5
3997,8.2151,48.6962,20.7153,0.7996,2.7428,2.4721,8.84,8.05,2.5724,4.1031,10.53561837,6.7888,9.07,1.1659,0.0928,0,0,0.0107,0.1168,0.0371,0.0018,0.0017,0.0474,1.4742,3997
3997.5,8.1311,45.7946,18.5078,0.7089,2.4773,2.4588,8.23,5.69,2.6127,4.3741,8.308127208,7.8273,11.6899,1.2868,0.1239,0,0,0.0078,0.1566,0.1688,0.0256,0.0143,0.0384,1.8222,3997.5
3998,8.0927,40.0182,15.2098,0.5666,2.1121,2.298,5.83,3.28,2.6539,4.6479,6.43229682,10.9292,22.9624,1.2879,0.1777,0.0001,0,0.0443,0.2913,0.291,0.1606,0.0769,0.0419,2.3717,3998
3998.5,8.093,33.0155,11.4801,0.415,1.6547,2.0459,5.28,3.14,2.6563,4.8358,5.523462898,13.3974,45.4781,1.2503,0.1718,0.0004,0.001,0.1531,0.4432,0.4576,0.5566,0.1621,0.0183,3.2144,3998.5
3999,8.0864,27.7989,8.8968,0.3122,1.3276,1.8341,6.15,5.45,2.6168,5.0317,5.522402827,14.2315,74.227,1.2035,0.2316,0.0152,0.0236,0.3569,0.5555,0.797,1.1425,0.2716,0.0021,4.5995,3999
3999.5,8.0394,23.7485,7.1108,0.2483,1.0671,1.6295,7.35,8.62,2.5626,5.0584,6.686713781,13.7839,83.5578,0.8051,0.3871,0.1708,0.1337,0.4713,0.5488,1.3426,1.8868,0.457,0.004,6.2072,3999.5
4000,7.9407,20.8171,5.9764,0.2092,0.8944,1.4535,8.38,11.85,2.5073,4.8195,8.194982332,13.1233,84.3273,0.2931,0.2763,0.4796,0.3509,0.353,0.6123,1.9046,2.7764,0.7896,0.0102,7.846,4000
4000.5,7.8754,19.9124,5.5249,0.198,0.8054,1.411,9.54,14.27,2.466,4.6466,9.455265018,12.6612,94.209,0.052,0.0679,0.5416,0.7357,0.1341,0.5534,2.6755,3.692,1.0054,0.0148,9.4724,4000.5
4001,7.8302,19.8543,5.2253,0.1905,0.7465,1.4425,10.58,14.69,2.4587,4.7122,10.16042403,12.0685,98.1504,0.002,0.0037,0.3951,0.885,0.0534,0.4782,3.3638,4.2946,1.2908,0.0529,10.8195,4001
4001.5,7.8148,20.6103,4.9832,0.1853,0.6949,1.5568,10.93,14.08,2.4692,4.8458,10.16,11.3834,93.2721,0,0,0.2307,0.6435,0.0413,0.7189,3.6031,4.6345,1.7191,0.095,11.6861,4001.5
4002,7.8012,20.864,4.7176,0.1787,0.6428,1.6164,9.91,13.54,2.4785,4.9438,9.246077739,10.7901,94.4633,0,0.0001,0.1322,0.457,0.0359,0.799,3.6473,4.886,1.8547,0.08,11.8922,4002
4002.5,7.8409,21.8834,4.711,0.1793,0.6378,1.7115,7.45,11.91,2.5063,4.9702,7.963392226,10.3795,107.328,0,0.0036,0.1815,0.302,0.0242,0.72,3.556,4.6176,1.8308,0.1035,11.3392,4002.5
4003,7.929,22.8744,4.8079,0.1816,0.6579,1.7862,4.88,8.16,2.5705,4.8858,6.472226148,9.7808,123.9531,0.0038,0.0253,0.2885,0.1419,0.0136,0.6912,3.2319,3.8945,1.7551,0.1696,10.2154,4003
4003.5,7.9868,24.5541,5.288,0.1965,0.7394,1.8999,3.51,3.71,2.6465,4.7281,5.278869258,8.6875,89.8404,0.0467,0.1217,0.2578,0.1073,0.0307,0.7427,2.5955,3.1168,1.5553,0.1663,8.7408,4003.5
4004,8.0484,25.7725,5.6974,0.2071,0.819,1.9883,3.18,0.82,2.696,4.5849,4.734628975,7.6854,65.8705,0.0894,0.2828,0.2436,0.0684,0.0418,0.7758,2.1183,2.1026,1.1359,0.2562,7.1148,4004
4004.5,8.0619,27.5687,6.2937,0.2225,0.9346,2.1196,3.56,0.27,2.7053,4.4885,4.539646643,6.9976,58.3628,0.0554,0.293,0.3917,0.0789,0.0467,0.7343,1.8406,1.2435,0.5557,0.3212,5.561,4004.5
4005,8.0703,34.5728,7.9875,0.2723,1.2342,2.656,4.48,0.5,2.7014,4.391,4.803462898,6.2165,43.2002,0.0773,0.2559,0.5761,0.2033,0.0768,0.7822,1.4732,0.7061,0.2006,0.2727,4.6242,4005
4005.5,8.0471,42.5623,9.7225,0.3066,1.6198,3.2884,5.08,1.19,2.6896,4.29,5.30155477,5.3439,27.4128,0.2399,0.3288,0.5552,0.4345,0.2357,0.9297,1.1758,0.376,0.0965,0.1956,4.5677,4005.5
4006,8.0304,47.4252,10.4483,0.3159,1.8054,3.7088,6.22,3.49,2.6503,4.3171,5.883250883,5.1168,26.6933,0.3072,0.2908,0.5557,0.685,0.3955,1.1466,1.1102,0.2103,0.0714,0.1492,4.9219,4006
4006.5,7.9801,45.5376,9.5994,0.286,1.6791,3.6074,7.15,6.14,2.605,4.4435,6.95745583,5.1379,31.0636,0.3803,0.1236,0.4943,1.0056,0.5455,1.2126,1.3743,0.3261,0.0531,0.0898,5.6052,4006.5
4007,7.9199,38.3875,7.5543,0.2216,1.3378,3.089,7.66,7.71,2.5782,4.5088,8.043745583,5.0925,34.5915,0.5353,0.0885,0.2414,1.0967,0.9658,1.1842,1.7404,0.6796,0.0959,0.0723,6.7001,4007
4007.5,7.8754,32.8112,5.8896,0.1712,1.0501,2.6807,8.21,8.24,2.569,4.5637,9.016325088,4.9226,33.6442,0.6952,0.134,0.0736,0.8017,1.29,1.5384,1.9783,1.0724,0.2721,0.0951,7.9508,4007.5
4008,7.8596,31.9636,5.319,0.1555,0.9442,2.6267,9.13,8.82,2.5592,4.6292,9.921625442,4.6598,28.9282,0.5978,0.2697,0.122,0.4629,1.3411,2.0303,2.3263,1.5358,0.3663,0.0412,9.0934,4008
4008.5,7.8551,35.1826,5.6977,0.1722,0.984,2.8812,10.47,10.5,2.5304,4.5342,10.50770318,4.4231,24.2554,0.2644,0.4423,0.2829,0.2657,1.4329,2.4833,2.8138,1.9211,0.3601,0.0066,10.2731,4008.5
4009,7.8549,40.8063,6.7203,0.2164,1.0964,3.3122,11.49,12.78,2.4915,4.3145,10.97371025,4.3315,22.148,0.1431,0.5495,0.4253,0.2553,1.6048,2.9119,3.2539,2.1516,0.3446,0.0016,11.6416,4009
4009.5,7.8619,48.1332,8.2918,0.2753,1.3119,3.8606,11.97,14.27,2.466,4.1806,11.31575972,4.3854,21.5845,0.2173,0.6346,0.3675,0.5112,1.8816,3.0855,3.7784,2.0899,0.2447,0.0007,12.8114,4009.5
4010,7.8828,56.0756,9.926,0.3373,1.5333,4.4708,11.2,14.07,2.4694,4.1342,11.64607774,4.5439,21.6466,0.2203,0.5028,0.2043,1.175,2.2238,3.0426,4.1014,1.8277,0.1091,0.0001,13.4071,4010
4010.5,7.869,64.6435,11.6673,0.3962,1.8032,5.1329,10.7,12.93,2.4889,4.1024,12.30127208,4.7764,23.0768,0.0894,0.3524,0.3364,1.5122,2.4325,3.4712,3.6933,1.3492,0.0816,0.0059,13.3241,4010.5
4011,7.874,72.4053,13.1813,0.4397,2.0741,5.7363,10.32,12.1,2.5032,4.0472,13.89575972,5.1136,25.1334,0.0566,0.3974,0.4933,1.4223,2.9331,3.8269,2.7457,0.8392,0.1077,0.0828,12.905,4011
4011.5,7.8762,85.3379,15.6678,0.5157,2.4981,6.7356,9.86,11.47,2.5138,4.0299,16.05180212,5.4795,26.1256,0.0448,0.4881,0.5922,1.2573,3.4133,3.6533,1.8965,0.4779,0.0841,0.1964,12.1039,4011.5
4012,7.9341,108.652,20.2317,0.6526,3.2888,8.5381,9.47,10.64,2.528,4.1969,18.10134276,5.5749,20.7876,0.0579,0.6224,0.5505,1.183,3.6216,3.0865,1.4106,0.412,0.0779,0.1057,11.1281,4012
4012.5,8.0046,142.8008,26.9569,0.8657,4.3995,11.1862,10.96,10.42,2.5319,4.4637,19.87639576,5.0953,12.8599,0.2996,0.7034,0.3933,1.289,3.4634,2.4545,1.1347,0.3904,0.0683,0.0257,10.2223,4012.5
4013,8.1097,174.3369,33.5195,1.0775,5.4639,13.5907,13.62,15.41,2.4464,4.3955,20.44508834,3.8367,6.7139,0.7385,0.7986,0.2062,1.1333,3.0877,1.9631,0.9041,0.3343,0.0298,0.0024,9.198,4013
4013.5,8.2867,183.3211,36.1821,1.1634,5.8936,14.1728,15.87,23.87,2.3018,3.9486,19.74607774,2.883,4.3303,1.0173,0.7845,0.1896,0.8578,2.674,1.626,0.5961,0.2992,0.0541,0.0006,8.0992,4013.5
4014,8.4309,161.5777,33.6086,1.0944,5.4057,12.2686,18.75,23.9,2.3013,3.8496,18.04318021,3.3697,5.2585,0.9876,0.5,0.2922,0.9724,2.04,1.2349,0.4647,0.2743,0.0618,0.0006,6.8285,4014
4014.5,8.4221,119.306,26.4031,0.8774,4.1589,8.8574,14.78,14.89,2.4554,4.3916,15.51872792,5.154,9.5661,0.9242,0.3589,0.2656,1.1036,1.4037,0.9769,0.5572,0.2073,0.0236,0.0001,5.8211,4014.5
4015,8.3252,77.5615,18.9096,0.6379,2.9285,5.5532,8.3,7.56,2.5807,4.9902,12.73858657,7.7056,17.0086,0.7005,0.5034,0.3658,1.1413,0.9387,0.9194,0.7083,0.1318,0.0042,0,5.4134,4015
4015.5,8.3056,49.486,13.3005,0.4539,2.0292,3.4022,6.37,6.38,2.6009,5.113,9.090600707,10.1462,22.7369,0.369,0.548,0.6537,1.1678,0.6274,1.0446,0.9134,0.073,0.0004,0,5.3973,4015.5
4016,8.26,35.9724,10.6521,0.3669,1.6047,2.3594,6.24,7.63,2.5795,4.9411,7.281484099,12.2669,25.2837,0.1826,0.5629,0.8134,1.0525,0.5479,1.3288,1.0671,0.0337,0,0,5.5889,4016
4016.5,8.2702,31.7946,10.1955,0.3553,1.5126,1.9987,5.65,7.3,2.5852,4.8651,7.242120141,13.5627,25.2408,0.1378,0.6163,0.8388,0.9233,0.682,1.5079,1.1456,0.0376,0,0,5.8893,4016.5
4017,8.3532,33.1678,11.52,0.4072,1.6788,1.9843,5.69,5.77,2.6114,4.8413,9.090176678,12.6105,19.1565,0.1737,0.6121,0.755,0.8191,0.8046,1.4947,1.1489,0.0621,0,0,5.8702,4017
4017.5,8.3993,38.369,14.4888,0.5171,2.085,2.1656,5.65,5.5,2.6159,4.7512,11.82339223,9.6802,11.811,0.3898,0.6364,0.4598,0.7288,0.8668,1.2099,1.0236,0.0946,0.0001,0.0042,5.414,4017.5
4018,8.4282,44.7622,18.4349,0.6583,2.651,2.3595,6.34,6.66,2.5962,4.6853,16.45646643,7.3856,8.3925,0.7927,0.6592,0.161,0.5372,0.8613,0.896,0.738,0.0978,0.0005,0.031,4.7747,4018
4018.5,8.4524,54.1803,24.2192,0.8658,3.4777,2.6461,9.44,8.16,2.5704,4.6213,24.33427562,6.9347,7.0801,1.4007,0.5811,0.0387,0.2896,0.6738,0.6603,0.4753,0.0741,0.0008,0.0357,4.2301,4018.5
4019,8.4704,67.8086,32.5987,1.1568,4.7197,3.064,13.79,12.31,2.4995,4.3966,29.60784452,4.9566,4.845,1.964,0.4757,0.056,0.2511,0.4043,0.3949,0.3941,0.0677,0.0003,0.0064,4.0145,4019
4019.5,8.6103,84.8776,42.9741,1.508,6.2996,3.5982,19.6,19.94,2.369,4.1572,32.64833922,3.0189,2.8855,2.1514,0.4552,0.2447,0.2217,0.155,0.3057,0.4345,0.055,0,0,4.0232,4019.5
4020,8.936,104.0577,54.6832,1.901,8.0982,4.1602,26.97,25.61,2.272,4.0569,33.19964664,2.5414,2.4045,2.194,0.399,0.5196,0.1659,0.0419,0.2928,0.5539,0.0805,0.0001,0.0006,4.2483,4020
4020.5,9.5279,115.6306,62.0746,2.131,9.3194,4.4465,31.72,25.48,2.2743,3.9635,31.85611307,2.4906,2.3572,2.308,0.4148,0.7746,0.1915,0.0225,0.2862,0.6527,0.1402,0.0008,0.0053,4.7966,4020.5
4021,9.6853,119.166,64.6313,2.2067,9.7601,4.5039,32.31,23.21,2.3131,3.8661,29.70621908,2.4878,2.3804,2.5836,0.5249,0.8307,0.2405,0.0362,0.2902,0.6366,0.1968,0.0073,0.0172,5.364,4021
4021.5,9.7603,117.832,64.4834,2.1921,9.7839,4.382,30.24,22.2,2.3303,3.875,27.44734982,2.5931,2.5296,3.3702,0.6596,0.494,0.2116,0.075,0.3379,0.5671,0.2226,0.0147,0.0129,5.9656,4021.5
4022,9.9284,110.2472,60.5578,2.057,9.1969,4.0766,26.8,20.79,2.3545,3.9945,23.56798587,3.1419,3.1359,3.918,0.8162,0.208,0.0914,0.068,0.4252,0.5563,0.173,0.0087,0.0048,6.2696,4022
4022.5,9.3764,91.2855,50.1588,1.697,7.6506,3.3725,21.05,15.39,2.4469,4.254,18.3004947,4.9016,5.0609,3.8082,0.7692,0.0841,0.0175,0.1169,0.5294,0.4539,0.1213,0.0193,0.0145,5.9343,4022.5
4023,8.7303,65.4892,35.7768,1.2005,5.5045,2.4498,12.67,7.43,2.5829,4.6836,12.75427562,10.502,11.8232,3.4523,0.5517,0.0177,0.0171,0.322,0.536,0.2736,0.1753,0.0461,0.0085,5.4003,4023
4023.5,8.5767,42.6898,23.0294,0.7681,3.5654,1.6312,6.61,3.67,2.6473,4.9324,8.103886926,18.9444,22.73,3.0436,0.406,0.0016,0.0945,0.6206,0.4212,0.1662,0.2718,0.0718,0.001,5.0983,4023.5
