DEPT.F,GR son ,DTC .uspf ,PHISD,DEPT,NPHI,NPHD,DPHD,CALI,GR,GRTO,GRTC,POTA,URAN,THOR,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,CBW,BVI,FF,PHIe,PHItmri,PHIs,PHIr
5025,12.2833004,52.42259979,6.132370991,5025,4.3398,3.0227,5.9806,7.9196,18.1347,13.8164,6.066,0.1257,1.1918,1.3954,0.0468,0.0591,0.1654,0.4445,0.2739,0.5319,1.0564,0.9351,0.968,0.8135,0.064,0.29,5.0559,5.3459,5.4099,6.132370991,5.299481905
5025.5,14.19939995,51.92229843,5.788521259,5025.5,5.8214,4.4846,6.2328,7.9093,21.4536,15.2918,6.7281,0.1391,1.318,1.5492,0.0428,0.1326,0.374,0.2533,0.1267,0.8227,1.2305,0.6811,0.8458,1.0111,0.083,0.4179,5.2206,5.6385,5.7215,5.788521259,5.02072125
5026,15.39430046,51.62530136,5.584399561,5026,8.5862,7.1935,8.9463,7.9551,22.6572,15.5554,6.8143,0.1404,1.3504,1.5713,0.0302,0.2905,0.6664,0.189,0.0709,0.8526,1.4406,0.7908,0.8362,0.956,0.1037,0.6572,5.4203,6.0775,6.1813,5.584399561,5.037472761
5026.5,15.73910046,50.99300003,5.1498282,5026.5,10.8872,9.43,11.7409,7.9597,22.4662,15.1695,6.4608,0.131,1.3563,1.4998,0.011,0.3301,0.6779,0.3186,0.1475,0.8981,1.32,0.8519,0.9175,0.9108,0.0662,0.8272,5.5497,6.3768,6.443,5.1498282,5.655970728
5027,17.74510002,50.72610092,4.966392386,5027,11.0834,9.6199,12.2315,7.9644,21.6651,14.322,6.0029,0.1245,1.299,1.3802,0.0026,0.3543,0.548,0.3658,0.3595,1.0296,1.026,0.7309,1.0486,1.0373,0.0227,0.898,5.5908,6.4889,6.5116,4.966392386,6.232950623
5027.5,19.77359962,50.60269928,4.881580261,5027.5,9.9307,8.5022,12.4022,7.9864,21.6151,14.1372,5.9566,0.1299,1.2635,1.3392,0.0044,0.3731,0.5019,0.3484,0.4746,0.9196,0.9103,0.8468,1.1231,0.9731,0.0329,0.8744,5.5463,6.4207,6.4536,4.881580261,6.314947348
5028,21.03680038,50.76079941,4.990240143,5028,7.7773,6.4035,11.9658,7.9396,21.7347,14.1201,5.981,0.1355,1.2409,1.3208,0.0491,0.378,0.3663,0.3063,0.4962,0.3955,0.9172,1.4956,1.1827,0.6419,0.1235,0.6961,5.5914,6.2876,6.4111,4.990240143,6.236377875
5028.5,22.22170067,50.82460022,5.034089498,5028.5,6.6208,5.2704,9.767,7.8087,20.4651,14.1868,6.0717,0.1414,1.2287,1.3225,0.1095,0.279,0.426,0.3545,0.2254,0.1049,1.0129,2.157,1.263,0.3809,0.2744,0.3876,6.0314,6.419,6.6934,5.034089498,6.323006319
5029,21.05340004,50.03039932,4.488246957,5029,6.1749,4.8324,8.3065,7.7976,18.7672,14.1848,6.0169,0.1402,1.2301,1.3102,0.0767,0.0982,0.5136,0.2582,0.009,0.0182,1.1412,2.9723,1.5942,0.2661,0.4115,0.141,6.7962,6.9373,7.3488,4.488246957,6.540937454
5029.5,20.42810059,50.41999817,4.756012487,5029.5,7.0674,5.7085,9.0506,7.8182,19.1544,14.4375,6.19,0.1427,1.2431,1.3554,0.0236,0.042,0.4525,0.1664,0.0003,0.0621,1.3231,3.3248,1.7926,0.3077,0.578,0.0528,7.445,7.4978,8.0758,4.756012487,6.741223319
5030,19.37299919,51.25379944,5.329071779,5030,8.577,7.1846,12.2445,7.8292,20.5231,14.7946,6.511,0.1474,1.2533,1.4384,0.0233,0.0121,0.1459,0.0572,0.012,0.5565,1.8353,2.43,1.8808,0.8826,0.6525,0.0317,7.6977,7.7294,8.3819,5.329071779,6.82689368
5030.5,16.65169907,52.78630066,6.382337223,5030.5,10.5509,9.104,17.6792,7.8098,19.9387,15.5883,7.1583,0.1571,1.2854,1.6048,0.0805,0.0287,0.0238,0.0187,0.0402,1.0519,1.8208,1.4898,1.8659,1.324,0.5144,0.0741,7.4205,7.4946,8.0089,6.382337223,6.556803322
5031,17.70590019,54.44350052,7.521306198,5031,10.7042,9.2526,19.8199,7.8114,20.3071,16.6869,7.8681,0.1668,1.3591,1.7921,0.1794,0.0895,0.0536,0.0726,0.1616,1.1815,1.2405,0.9472,1.7792,1.3808,0.3718,0.2336,6.6374,6.871,7.2428,7.521306198,5.809827607
5031.5,20.61129951,54.70199966,7.698968841,5031.5,8.8459,7.4467,14.0581,7.8565,24.3741,18.6049,8.6398,0.1771,1.5402,1.9964,0.1926,0.1367,0.2179,0.0761,0.3018,0.9199,0.885,1.0535,1.7021,0.9689,0.3719,0.4989,5.5975,6.0965,6.4684,7.698968841,5.088940902
5032,21.17670059,53.67219925,6.991202233,5032,7.3515,5.9868,6.7419,7.825,28.7957,19.778,8.7899,0.1755,1.6926,2.0533,0.1639,0.1141,0.3564,0.0501,0.433,0.728,0.6312,1.0723,1.3949,0.4113,0.5282,0.7113,4.512,5.2233,5.7515,6.991202233,4.538711433
5032.5,21.3166008,52.23949814,6.00652793,5032.5,7.4374,6.0709,4.6833,7.8564,30.0151,19.3455,8.1636,0.1607,1.7128,1.9182,0.2075,0.0609,0.1728,0.0506,0.5882,0.7937,0.4989,0.8299,1.1673,0.34,0.8073,0.7913,3.7678,4.5591,5.3664,6.00652793,4.308821696
5033,21.94190025,50.9557991,5.124260552,5033,7.9924,6.6138,5.8554,7.8934,27.5392,17.9957,7.1305,0.1353,1.6628,1.6993,0.3009,0.0072,0.014,0.1323,0.8549,0.862,0.3744,0.4939,0.9888,0.4525,1.1305,0.9041,3.4322,4.3363,5.4668,5.124260552,4.491132297
5033.5,23.4557991,49.66770172,4.238970255,5033.5,8.2592,6.8744,6.3986,7.8614,22.7687,15.2559,5.7649,0.1061,1.454,1.3896,0.3486,0.0189,0.0408,0.2569,0.9454,0.9614,0.3245,0.3049,0.9117,0.6559,1.3568,1.0385,3.5586,4.597,5.9538,4.238970255,4.674890041
5034,26.96820068,48.77299881,3.624054165,5034,7.7043,6.3321,6.1644,7.8675,19.1268,13.5112,4.8623,0.0877,1.3294,1.1802,0.5406,0.1972,0.1498,0.4193,1.0976,1.0941,0.2043,0.3335,0.8986,0.706,1.3189,1.144,3.9499,5.0938,6.4127,3.624054165,4.723507147
5034.5,27.81920052,48.36780167,3.345568156,5034.5,7.0015,5.6439,5.7445,7.9362,17.2157,12.1461,4.1928,0.0742,1.2243,1.0244,0.5007,0.4482,0.2061,0.4342,1.0532,1.1208,0.2967,0.4258,0.8608,0.675,1.0673,1.2826,4.2707,5.5533,6.6206,3.345568156,4.596236227
5035,25.19949913,48.36360168,3.34268157,5035,6.5271,5.1784,5.1333,7.9476,15.691,11.2614,3.7744,0.0643,1.1599,0.934,0.1328,0.4954,0.5993,0.6755,0.5094,0.6797,1.2409,0.6568,0.5023,0.6648,0.8172,1.5251,4.4356,5.9608,6.778,3.34268157,4.412196014
5035.5,22.78129959,48.50099945,3.437113025,5035.5,6.411,5.0644,5.0428,7.9117,14.5168,10.8024,3.5708,0.0578,1.1269,0.898,0.045,0.2727,0.8663,0.6986,0.2525,0.7366,1.5424,0.6008,0.4786,0.7002,0.8652,1.6875,4.5501,6.2376,7.1028,3.437113025,4.318437305
5036,19.00250053,48.41429901,3.377525094,5036,6.9517,5.5951,6.097,7.8667,15.1637,10.9733,3.6885,0.0588,1.1412,0.9318,0.0188,0.1503,0.943,0.8647,0.2072,0.8859,1.5748,0.6145,0.531,0.748,0.8165,1.7772,4.7858,6.563,7.3795,3.377525094,4.324913943
5036.5,15.43260002,48.76620102,3.619382144,5036.5,7.773,6.3993,8.8915,7.8438,17.2202,11.1172,3.8587,0.0647,1.1356,0.9599,0.0357,0.3259,0.7476,0.9073,0.4674,0.8898,1.4572,0.7138,0.569,0.7582,0.6068,1.7751,5.078,6.8531,7.4599,3.619382144,4.424532258
5037,13.38000011,49.58679962,4.183367438,5037,8.863,7.4634,11.7264,7.8452,17.4361,10.8257,3.9617,0.0702,1.0776,0.9677,0.0779,0.712,0.3827,0.9378,0.7954,0.5698,1.3817,0.9369,0.6609,0.648,0.3092,1.638,5.2835,6.9216,7.2307,4.183367438,4.369273836
5037.5,13.35000038,50.46149826,4.784534887,5037.5,8.9031,7.5025,11.5243,7.8293,15.6841,11.107,4.1856,0.0731,1.0919,1.0275,0.0589,0.559,0.2758,1.2173,0.6969,0.3544,1.4507,0.872,0.6076,0.7395,0.149,1.3797,5.2877,6.6674,6.8164,4.784534887,4.344115284
5038,14.8597002,51.13909912,5.250239946,5038,8.0193,6.6401,8.9786,7.8464,14.3933,11.0071,4.2103,0.0701,1.0853,1.05,0.0774,0.4715,0.2664,1.158,0.7249,0.3716,1.2052,0.6104,0.397,1.058,0.1502,1.1509,5.1682,6.3191,6.4693,5.250239946,4.222278157
5038.5,16.63839912,51.04299927,5.184191936,5038.5,6.4565,5.1091,6.7931,7.8898,14.4408,11.1282,4.2507,0.07,1.1122,1.0634,0.0749,0.4979,0.4825,0.8263,0.7825,0.5783,0.8522,0.5676,0.4745,0.9808,0.1904,1.2507,4.9786,6.2293,6.4197,5.184191936,4.255502562
5039,17.00900078,50.85179901,5.052782826,5039,5.7114,4.3764,6.1838,7.9189,14.5564,11.1396,4.2577,0.0736,1.1165,1.0488,0.0289,0.4275,1.3375,0.4366,0.5365,1.1581,0.6509,0.5044,0.7153,0.7405,0.1779,1.9905,4.7309,6.7214,6.8994,5.052782826,4.435986728
5039.5,14.32849979,50.78340149,5.005774219,5039.5,5.8168,4.4801,6.1629,7.89,14.0332,11.1042,4.239,0.0831,1.1156,0.9977,0.0357,0.3961,1.7385,0.6731,0.5005,1.2158,0.8388,0.7165,0.8386,0.4754,0.2543,3.2145,4.5408,7.7553,8.0097,5.005774219,4.277962226
5040,13.35000038,50.91059875,5.093195021,5040,6.5805,5.2308,6.1543,7.871,13.9244,11.4499,4.2827,0.0928,1.1605,0.9658,0.0215,0.2051,2.0081,1.8377,0.5816,0.8586,1.1589,1.3254,0.9223,0.1322,0.5605,4.5733,4.5215,9.0948,9.6553,5.093195021,3.6934864
5040.5,13.53240013,51.75490189,5.673472087,5040.5,9.9301,8.5016,10.6839,7.8618,14.7595,12.7525,4.716,0.112,1.2962,1.0172,0.0034,0.0934,2.215,2.6654,0.6474,0.6357,1.1898,1.6586,0.9391,0.072,0.9693,5.6563,4.6152,10.2715,11.2409,5.673472087,4.941036977
5041,14.03199959,53.0318985,6.551132989,5041,13.1118,11.5774,22.7423,7.8723,17.2496,14.1236,5.2243,0.1327,1.4316,1.0858,0.0058,0.1388,2.5227,2.9674,0.7507,0.545,1.1561,1.7719,0.9966,0.1221,1.0382,6.3433,4.7271,11.0704,12.1086,6.551132989,6.370667141
5041.5,13.74559975,54.36719894,7.468865254,5041.5,15.3471,13.7216,30.7223,7.9766,19.597,14.4112,5.4009,0.1457,1.4471,1.0821,0.037,0.2493,2.8791,2.9478,0.661,0.5033,1.336,1.6308,0.9651,0.3333,0.7029,6.5589,4.8931,11.452,12.1549,7.468865254,5.88487041
5042,13.57820034,56.0163002,8.60226818,5042,14.3138,12.7321,24.5012,7.9944,18.7547,14.355,5.543,0.1543,1.4204,1.0881,0.1088,0.4202,2.7987,2.6301,0.4761,0.5032,1.8455,1.3419,0.7961,0.5831,0.3602,6.1634,5.1248,11.2882,11.6483,8.60226818,4.561522269
5042.5,15.59669971,56.83679962,9.166185307,5042.5,10.9315,9.4729,16.4149,7.9913,17.5333,13.7407,5.5048,0.1576,1.3352,1.0595,0.1063,0.4714,2.4364,2.3413,0.3304,0.4845,2.1274,1.4349,0.6792,0.4922,0.1986,5.2781,5.3376,10.6157,10.8143,9.166185307,4.11673245
5043,17.41950035,57.04869843,9.311820224,5043,10.2166,8.7797,16.845,7.9499,19.1892,13.9649,5.8837,0.1711,1.3257,1.1202,0.0757,0.3764,1.9512,1.8186,0.1111,0.7337,2.3702,1.1591,0.5479,0.5949,0.2111,4.2289,5.482,9.7109,9.922,9.311820224,4.33168579
5043.5,18.34129906,56.27000046,8.776632617,5043.5,11.3716,9.8987,20.0485,8.0096,21.5955,14.8771,6.6001,0.1934,1.371,1.2495,0.1854,0.2361,1.5646,1.583,0.1581,0.867,2.3268,1.0539,0.515,0.6508,0.4158,3.4356,5.5146,8.9502,9.3661,8.776632617,4.555687978
5044,17.7609005,55.23389816,8.06453482,5044,11.1912,9.7242,20.6743,7.9885,22.2842,15.4846,7.2134,0.2133,1.3828,1.3566,0.3925,0.323,0.9951,1.1102,0.5293,1.0827,1.8052,1.2549,0.7885,0.4844,0.5839,2.8437,5.5313,8.375,8.9589,8.06453482,4.947531965
5044.5,17.40870094,53.97750092,7.201031557,5044.5,10.7741,9.3204,16.9159,7.9343,19.3935,15.3372,7.3479,0.2189,1.335,1.3741,0.3474,0.2982,0.6038,0.903,0.9572,0.9743,1.2467,1.6522,1.0739,0.2689,0.5221,2.4139,5.498,7.9119,8.4339,7.201031557,5.195967176
5045,18.86339951,53.3321991,6.757525152,5045,10.0139,8.583,11.1685,7.8799,16.4547,14.744,7.1588,0.2162,1.2559,1.3246,0.079,0.2691,0.5075,0.5234,1.0272,0.7873,0.9442,1.7921,1.3776,0.2064,0.269,1.9834,5.4615,7.4449,7.714,6.757525152,5.291091872
5045.5,18.87339973,53.79029846,7.072370077,5045.5,9.6621,8.2412,7.8248,7.9077,16.1085,14.0182,6.8441,0.2088,1.1753,1.2564,0.013,0.3359,0.5132,0.2947,0.7962,0.7732,0.8893,1.5859,1.5075,0.318,0.104,1.5955,5.4457,7.0412,7.1452,7.072370077,5.401000261
5046,18.7310009,53.11090088,6.605430157,5046,9.2079,7.7994,6.6306,7.93,17.3513,13.3074,6.5,0.1988,1.1001,1.1909,0.0782,0.714,0.5891,0.0779,0.2879,0.6442,1.1648,1.5179,1.3745,0.4097,0.1443,1.2685,5.552,6.8206,6.9649,6.605430157,5.374091501
5046.5,18.58609962,52.61980057,6.26790417,5046.5,9.3284,7.9166,5.8592,7.937,17.9527,12.7813,6.2134,0.188,1.0506,1.1481,0.2249,0.9872,0.642,0.0133,0.0571,0.5929,1.4198,1.4056,1.2107,0.4715,0.3123,1.0748,5.6653,6.7401,7.0524,6.26790417,5.174832067
5047,18.55450058,53.82049942,7.093126749,5047,8.9748,7.5723,5.441,7.9431,16.3503,12.1379,5.9142,0.1763,0.9913,1.1055,0.3934,1.0138,0.642,0.0406,0.0816,0.7332,1.3802,1.2055,1.1084,0.48,0.4322,0.9908,5.644,6.6347,7.0669,7.093126749,5.067500591
5047.5,18.94580078,54.45890045,7.531890345,5047.5,7.7991,6.4248,5.4818,7.9958,15.6767,11.7175,5.6866,0.1674,0.9543,1.0728,0.3568,0.9053,0.5422,0.1008,0.3218,0.8645,1.0794,1.1271,1.1747,0.4573,0.4095,1.0763,5.4644,6.5407,6.9501,7.531890345,5.093662266
5048,17.60849953,54.74959946,7.731683475,5048,6.5314,5.1827,5.8387,8.0137,16.9481,11.6169,5.7321,0.1668,0.9327,1.0907,0.2314,0.5357,0.3905,0.4303,0.6191,0.7062,0.9474,1.3051,1.1402,0.413,0.3469,1.321,5.2413,6.5622,6.9091,7.731683475,5.361338393
5048.5,15.74740028,54.49369812,7.555806268,5048.5,6.7496,5.3968,6.2651,7.987,17.6582,11.8175,5.9225,0.1721,0.9337,1.128,0.1531,0.3181,0.531,0.6914,0.4479,0.6604,1.2444,1.3002,1.0088,0.5038,0.3078,1.6098,5.1476,6.7573,7.0652,7.555806268,5.531438979
5049,15.03540039,52.50120163,6.186392873,5049,7.7092,6.3369,7.3305,7.929,18.3101,12.4335,6.3205,0.1793,0.976,1.2244,0.246,0.3773,0.4204,0.8861,0.3047,0.6007,1.5065,1.4727,0.8757,0.5037,0.3266,1.7631,5.1258,6.8889,7.2156,6.186392873,5.507238842
5049.5,16.16539955,52.35279846,6.084397568,5049.5,8.7678,7.3706,8.1496,7.8931,19.9331,13.4621,6.9193,0.1931,1.051,1.3555,0.306,0.375,0.3139,0.9256,0.3208,0.5318,1.5035,1.6133,0.9068,0.377,0.3874,1.8438,5.016,6.8597,7.2472,6.084397568,5.34663674
5050,17.58189964,52.56990051,6.2336086,5050,8.2956,6.9099,7.2547,7.8891,19.9486,13.7151,7.0344,0.1903,1.0753,1.4066,0.3015,0.6519,0.4162,0.5606,0.5294,0.7732,1.021,1.4592,1.1508,0.2716,0.6194,2.1696,4.7549,6.9245,7.5439,6.2336086,5.277110726
5050.5,19.01580048,53.5646019,6.917252164,5050.5,7.0506,5.692,6.4916,7.9051,18.0677,14.2748,7.1838,0.1911,1.1334,1.452,0.2912,0.9194,0.7192,0.4246,0.6301,0.9934,0.8467,0.9882,1.1143,0.4676,1.1952,2.8936,4.4279,7.3214,8.5166,6.917252164,5.241488341
5051,20.16740036,55.91159821,8.530308045,5051,7.7109,6.3386,6.5469,7.8796,18.2194,15.0337,7.4646,0.1997,1.1976,1.5035,0.0521,0.9861,1.8157,0.6179,0.5649,1.1069,0.9393,0.4542,0.6522,0.8779,1.9199,4.0385,4.0667,8.1051,10.025,8.530308045,5.90559895
5051.5,18.88260078,57.12680054,9.365498651,5051.5,9.1932,7.7851,6.8493,7.868,21.1324,15.9849,7.7164,0.2083,1.3002,1.5454,0.007,1.0139,2.4181,0.9907,0.6434,1.0052,0.8876,0.4126,0.5762,0.8559,2.2267,5.2021,3.7766,8.9787,11.2054,9.365498651,6.98352953
5052,17.94829941,57.56800079,9.668729068,5052,10.3462,8.9055,7.5253,7.8896,22.2378,16.7064,7.7484,0.2109,1.3987,1.5436,0.0411,1.2229,2.7867,1.3436,0.8839,0.9093,0.6684,0.6896,0.8496,0.4209,1.9165,6.0249,3.6584,9.6833,11.5998,9.668729068,6.441197297
5052.5,17.60180092,56.87120056,9.189828565,5052.5,11.0104,9.5492,7.8801,7.8467,20.8541,15.9277,7.0453,0.1932,1.3749,1.3965,0.1519,1.512,2.6354,1.3112,1.0087,0.8254,0.6826,1.0342,0.8526,0.1858,1.4676,6.0895,3.7425,9.832,11.2997,9.189828565,4.917623938
5053,18.15640068,56.89849854,9.208590059,5053,8.9961,7.5931,7.8405,7.8307,19.6978,14.9134,6.2483,0.1734,1.3243,1.2291,0.2498,1.3941,2.1681,1.0889,1.0063,0.822,0.9235,1.2007,0.6934,0.1426,1.2814,5.4682,3.9064,9.3747,10.656,9.208590059,3.824433639
5053.5,20.87439919,56.58729935,8.994707455,5053.5,7.9499,6.5723,7.4346,7.84,19.2056,13.9832,5.5981,0.1598,1.2621,1.08,0.1796,1.1221,1.8879,0.9824,1.0203,0.6903,0.8814,1.3922,0.6871,0.0893,1.2984,4.6839,4.0158,8.6998,9.9982,8.994707455,3.106681144
5054,22.56480026,56.52199936,8.949827738,5054,7.2017,5.8401,7.1221,7.8792,18.903,13.385,5.2051,0.1492,1.2199,1.0011,0.178,0.9808,1.5779,0.8831,1.0547,0.6278,0.5932,1.3291,0.9188,0.1264,1.1196,4.008,4.187,8.1951,9.3147,8.949827738,2.661474161
5054.5,21.19829941,55.81150055,8.461512405,5054.5,7.4353,6.0689,7.6794,7.8685,17.3985,12.9314,4.9219,0.1456,1.1927,0.9251,0.3783,0.8746,1.3468,1.0299,0.914,0.7193,0.6984,1.0057,1.0298,0.3343,0.8231,3.6344,4.4613,8.0957,8.9188,8.461512405,3.347865492
5055,18.81760025,55.32509995,8.127216457,5055,9.0346,7.6306,11.9673,7.8689,16.0041,12.8662,4.9007,0.1467,1.1952,0.913,0.4114,0.7986,1.1358,1.3108,0.5679,0.796,1.1186,0.9863,1.083,0.5541,0.5784,3.4973,4.9271,8.4244,9.0028,8.127216457,5.243134238
5055.5,17.26709938,54.83810043,7.792508889,5055.5,10.0502,8.6182,19.5919,7.8875,16.7973,13.6211,5.1761,0.158,1.2793,0.9501,0.3761,0.7041,1.2299,1.3096,0.3917,1.001,1.3737,1.1906,1.1023,0.578,0.5292,3.4438,5.5801,9.0239,9.5531,7.792508889,6.465607502
5056,15.92310047,54.29019928,7.415944522,5056,11.0068,9.5457,21.4736,7.9022,17.2443,14.281,5.4204,0.1673,1.3538,0.9859,0.3534,0.5963,1.6163,1.0866,0.2297,1.3926,1.8959,0.944,1.0483,0.918,0.6237,3.2946,6.3257,9.6203,10.244,7.415944522,6.860774855
5056.5,15.9513998,53.83240128,7.101306719,5056.5,9.9135,8.4855,16.3939,7.8919,17.8545,14.8223,5.7154,0.1746,1.4074,1.048,0.3064,0.8246,1.6448,0.7293,0.2215,1.6993,2.039,0.603,0.9448,1.2595,0.7855,2.888,6.8845,9.7725,10.558,7.101306719,6.721176531
5057,17.61770058,53.02899933,6.549140432,5057,8.9283,7.5271,12.4752,7.8627,19.9422,14.7856,5.7799,0.1722,1.4118,1.0805,0.3327,1.155,1.0021,0.2429,0.3613,2.0624,1.7597,0.3658,0.8815,1.5657,1.0367,2.2286,7.1579,9.3865,10.4233,6.549140432,5.630117485
5057.5,18.35129929,52.31949997,6.061512007,5057.5,7.982,6.6036,11.01,7.8707,21.5125,15.0421,6.0523,0.1742,1.4313,1.1607,0.3009,1.1189,0.7896,0.1785,0.3781,2.0331,1.6653,0.3857,0.9034,1.5535,1.3261,1.5967,7.0992,8.6959,10.022,6.061512007,4.437838577
5058,18.71929932,52.05939865,5.882748214,5058,7.3915,6.026,8.6997,7.8745,22.4243,14.941,6.0783,0.1731,1.424,1.1744,0.0967,0.6339,0.615,0.0992,0.3762,1.7414,1.4429,0.4762,0.9229,1.3767,1.6357,0.9286,6.7868,7.7155,9.3512,5.882748214,3.850693597
5058.5,19.80190086,50.75600052,4.986941937,5058.5,7.068,5.7091,6.4562,7.8955,22.5314,14.8763,6.149,0.175,1.4094,1.1887,0.0225,0.3243,0.576,0.1871,0.3708,1.5507,1.295,0.4976,0.8786,1.2596,1.6634,0.5318,6.3638,6.8956,8.5591,4.986941937,3.651399919
5059,20.43390083,49.37960052,4.04096256,5059,7.1256,5.7656,6.4047,7.856,21.4902,14.6055,6.1956,0.1798,1.3567,1.1814,0.0024,0.0915,0.613,0.4704,0.1239,1.1244,1.5592,0.5055,0.7026,1.0249,1.4062,0.3572,5.9888,6.3459,7.7521,4.04096256,3.368823158
5059.5,21.00429916,48.60749817,3.51030802,5059.5,6.7546,5.4017,7.169,7.8734,21.8141,14.6156,6.4391,0.19,1.3149,1.2128,0.0133,0.0775,0.6549,0.6067,0.0378,0.9968,1.7193,0.618,0.6149,0.7788,1.1084,0.5192,5.6825,6.2016,7.3101,3.51030802,3.173617301
5060,20.87689972,48.30599976,3.303092616,5060,6.4246,5.0778,7.047,7.8658,23.445,14.9807,6.8566,0.2015,1.3062,1.2951,0.1448,0.2017,0.7112,0.6756,0.0536,0.9601,1.7011,0.9338,0.5834,0.4179,0.9301,1.0251,5.2783,6.3034,7.2336,3.303092616,3.108627092
5060.5,19.7602005,48.25690079,3.26934762,5060.5,6.158,4.8158,6.4703,7.8652,24.0044,15.465,7.4189,0.2187,1.3018,1.3985,0.1833,0.3615,0.8481,0.7592,0.0544,0.7494,1.7212,1.2345,0.5319,0.2093,0.7221,1.6847,4.869,6.5538,7.2758,3.26934762,3.084440951
5061,18.14889908,48.51179886,3.444535298,5061,5.988,4.6486,6.5857,7.86,22.8588,15.5551,7.623,0.2219,1.2911,1.4502,0.0447,0.5898,1.261,0.6109,0.0573,0.7101,1.5733,1.2925,0.6152,0.1232,0.3598,2.388,4.4866,6.8746,7.2345,3.444535298,3.395865566
5061.5,18.62360001,49.1590004,3.889347352,5061.5,6.4041,5.0576,7.6223,7.8666,21.1583,15.0688,7.561,0.2153,1.2292,1.4609,0.0096,0.6648,1.7238,0.4905,0.0458,0.7518,1.4992,1.1558,0.6359,0.1646,0.1087,2.9773,4.1702,7.1475,7.2562,3.889347352,3.569250152
5062,19.86269951,49.30979919,3.992989137,5062,6.9463,5.5897,8.8063,7.8845,19.5979,14.2306,7.3186,0.2051,1.1349,1.4301,0,0.4577,2.2687,0.7827,0.1131,0.6186,1.2917,1.0038,0.5292,0.1838,0.022,3.4898,3.7111,7.2009,7.2229,3.992989137,3.415400446
5062.5,20.71199989,49.30009842,3.986321938,5062.5,7.5587,6.1897,10.6927,7.897,18.6834,14.4388,7.5672,0.2096,1.1244,1.4901,0.0001,0.4326,2.1597,0.9706,0.1877,0.482,1.1322,1.0113,0.4938,0.1643,0.0847,3.6428,3.3369,6.9797,7.0645,3.986321938,4.518780724
5063,23.03030014,49.9598999,4.439793747,5063,7.3856,6.0202,13.2976,7.8826,20.0636,15.0333,7.968,0.2198,1.1504,1.5734,0.0015,0.4569,2.0124,0.9005,0.1205,0.4131,1.1267,1.0817,0.3983,0.1095,0.4042,3.4473,3.2266,6.6738,7.078,4.439793747,4.673073267
5063.5,22.00860023,52.69079971,6.316700834,5063.5,7.7377,6.3648,12.6848,7.8869,22.6813,15.4966,8.2455,0.2296,1.1812,1.6179,0.0016,0.3893,1.8971,0.7984,0.0536,0.5608,1.2953,0.8847,0.3972,0.1423,0.9075,3.0826,3.3922,6.4748,7.3822,6.316700834,3.813057241
5064,19.83930016,55.1208992,7.986872303,5064,6.959,5.6022,8.2539,7.8683,23.3834,14.9714,7.9706,0.2262,1.144,1.5439,0.0009,0.2253,1.6899,0.8712,0.1383,0.7764,1.3421,0.7072,0.38,0.239,1.0292,2.7881,3.6638,6.4519,7.4811,7.986872303,3.306102047
5064.5,21.1208992,56.79660034,9.138556936,5064.5,5.6748,4.3403,4.9349,7.8688,20.631,13.8116,7.3147,0.2103,1.0668,1.4037,0.0096,0.235,1.4089,1.1445,0.3756,0.5827,1.3735,0.8298,0.3108,0.2348,0.6498,2.705,3.9026,6.6077,7.2575,9.138556936,3.4384275
5065,23.30920029,55.93980026,8.549690902,5065,6.4018,5.0554,5.6442,7.8642,17.9366,13.4261,7.1732,0.2059,1.0284,1.3785,0.1126,0.5166,0.9135,1.6311,0.6069,0.1511,1.2625,1.4472,0.2507,0.09,0.3467,2.6758,4.2098,6.8855,7.2322,8.549690902,3.8162288
5065.5,24.26350021,55.75460052,8.422405859,5065.5,7.8242,6.4493,8.5411,7.8868,19.8441,15.178,8.0148,0.2255,1.1768,1.5617,0.2623,0.8596,0.7893,1.4952,0.6344,0.1205,1.1256,1.7995,0.2919,0.0183,0.3989,2.4612,4.715,7.1762,7.5751,8.422405859,4.273755877
5066,22.90710068,56.00270081,8.592921516,5066,9.2919,7.8811,9.8653,7.8718,25.5077,18.1037,9.5593,0.2607,1.4081,1.9019,0.4843,1.2775,1.0815,0.48,0.6986,0.7546,0.8258,1.7033,0.6996,0.0421,0.5175,1.9988,5.4722,7.471,7.9885,8.592921516,4.236902919
5066.5,19.57290077,55.91669846,8.533813372,5066.5,8.6411,7.2471,8.9501,7.8837,28.3065,20.2622,10.6067,0.2869,1.58,2.1214,0.397,1.3313,1.2236,0.0857,0.6459,1.1515,0.7834,1.4803,0.935,0.0931,0.4417,1.6973,5.8933,7.5905,8.0322,8.533813372,3.94413818
5067,17.28289986,54.77519989,7.749278275,5067,7.6505,6.2795,7.5436,7.8922,27.4018,21.3221,10.9826,0.3012,1.6738,2.1769,0.1474,1.206,1.0138,0.021,0.5988,1.3225,0.8982,1.1021,1.1003,0.2372,0.3089,1.6168,5.7915,7.4083,7.7172,7.749278275,3.654072854
5067.5,18.56360054,53.41540146,6.814708906,5067.5,6.4866,5.1386,6.5432,7.8708,27.6576,20.4732,10.331,0.2921,1.6122,2.0064,0.1278,1.0665,0.8028,0.082,0.544,1.4265,0.8581,0.7867,1.1878,0.3827,0.3294,1.6079,5.3472,6.9551,7.2845,6.814708906,3.341773439
