DEPT.F,GR son ,DTC .uspf ,PHISD,DEPT,NPHI,NPHD,DPHD,CALI,GR,GRTO,GRTC,POTA,URAN,THOR,4ms,8ms,16ms,32ms,64ms,128ms,256ms,512ms,1024ms,2048ms,CBW,BVI,FF,PHIe,PHItmri,PHIs,PHIr
4305,39.87440109,56.27360153,8.779107582,4305,8.4908,7.1004,10.1916,7.9741,29.3191,21.186,8.5742,0.3129,2.0285,1.3324,0.0002,0.0782,0.4096,0.1553,3.107,3.9651,0.5824,0.0583,0.0317,0.1277,0.6782,1.1979,7.3875,8.5854,9.2636,8.779107582,9.331267808
4305.5,35.9231987,57.00600052,9.282474583,4305.5,10.4168,8.974,11.5788,7.9707,30.6292,20.5953,8.3193,0.3028,1.9656,1.2967,0.0059,0.1447,0.3419,0.1495,3.6571,4.0282,0.2929,0.0442,0.0385,0.1799,1.1456,1.4903,7.5533,9.0436,10.1892,9.282474583,9.54433715
4306,30.25659943,57.54560089,9.653333946,4306,11.0907,9.627,12.4315,7.9601,32.4632,21.8891,8.699,0.3214,2.0966,1.3329,0.0677,0.3793,0.3969,0.3236,4.1426,3.8196,0.192,0.0236,0.0651,0.2008,1.5317,1.924,7.6207,9.5447,11.0764,9.653333946,8.985839273
4306.5,30.06920052,57.95890045,9.937388627,4306.5,10.4476,9.0039,11.2809,7.9517,33.1065,21.9209,8.7114,0.3295,2.0898,1.2988,0.13,0.4707,0.5571,0.6556,3.9191,3.6854,0.3123,0.0943,0.0925,0.1192,1.6517,2.291,7.5349,9.8259,11.4777,9.937388627,7.643168638
4307,32.87540054,57.82519913,9.845497682,4307,8.6067,7.2135,8.4046,7.9585,29.9611,19.9384,7.9894,0.3117,1.8784,1.146,0.0967,0.3098,0.8531,1.3996,2.8799,3.216,0.8121,0.1742,0.1025,0.0222,1.6113,2.4098,7.2265,9.6363,11.2476,9.845497682,6.15542834
4307.5,32.63389969,56.35969925,8.838281271,4307.5,6.3951,5.0488,6.2399,7.9741,24.1744,17.4159,7.1022,0.2842,1.6169,0.9848,0.0317,0.1362,0.9988,1.542,2.3011,2.7776,1.0935,0.1997,0.1178,0.0221,1.6565,2.1342,6.7802,8.9144,10.571,8.838281271,5.033695928
4308,28.80760002,54.35950089,7.463574491,4308,5.4131,4.0825,5.3854,8,20.541,15.5545,6.459,0.2618,1.4216,0.8797,0.0137,0.0533,0.7868,1.1742,1.8831,2.2867,1.0082,0.3265,0.2238,0.0286,1.6474,1.682,6.1104,7.7924,9.4397,7.463574491,4.464458146
4308.5,22.76379967,52.89149857,6.454638189,4308.5,5.3706,4.0406,5.3287,7.9935,20.5872,15.0251,6.2538,0.2544,1.368,0.8473,0.0214,0.0419,0.5887,0.8873,1.5806,2.0428,0.9865,0.4232,0.2418,0.0213,1.6208,1.2416,5.5087,6.7503,8.3711,6.454638189,4.471024582
4309,19.80520058,51.51190186,5.506461756,4309,5.7579,4.4221,6.1266,7.9698,23.1811,15.1918,6.3299,0.2567,1.3806,0.8614,0.0515,0.0696,0.3754,0.4928,1.3594,1.8613,0.9797,0.472,0.216,0.0192,1.6192,0.9078,5.0933,6.001,7.6202,5.506461756,4.599645151
4309.5,22.76469994,51.08560181,5.213472032,4309.5,6.0865,4.7455,7.1631,7.956,23.832,15.3506,6.3466,0.2569,1.4001,0.8663,0.0861,0.1593,0.2297,0.3185,1.3853,1.9075,0.9878,0.4398,0.1685,0.0335,1.6457,0.8491,4.9484,5.7975,7.4432,5.213472032,4.626250882
4310,26.11050034,51.3022995,5.362405154,4310,6.3143,4.9694,7.4795,7.9753,21.961,15.0621,6.2327,0.2549,1.3711,0.8382,0.1357,0.3349,0.2794,0.2825,1.4048,2.1448,0.9957,0.2933,0.12,0.113,1.5215,0.977,5.0437,6.0207,7.5422,5.362405154,5.065039023
4310.5,24.51919937,51.77809906,5.689415162,4310.5,6.2346,4.891,7.244,7.9808,21.4014,14.6382,6.0644,0.2547,1.3279,0.7838,0.1304,0.3373,0.4739,0.3248,1.2474,2.4464,1.0743,0.1773,0.0897,0.1563,1.1132,1.0983,5.3137,6.4121,7.5253,5.689415162,6.030765508
4311,20.6595993,52.40499878,6.120274075,4311,5.9876,4.6482,7.2728,7.9795,20.7977,14.6945,6.1936,0.2701,1.3127,0.7534,0.0678,0.1639,0.6331,0.4688,1.1942,2.9627,1.0172,0.0559,0.1047,0.1707,0.7412,1.2323,5.6017,6.8339,7.5751,6.120274075,6.942021959
4311.5,19.66860008,53.05070114,6.564055767,4311.5,6.7875,5.434,7.5765,7.9652,20.8636,16.0659,7.0253,0.3162,1.3908,0.808,0.0541,0.0504,0.4548,0.8779,1.3685,2.9655,1.1142,0.0427,0.0646,0.1505,0.6802,1.4602,5.8505,7.3107,7.991,6.564055767,8.02777173
4312,20.01000023,53.86600113,7.124399401,4312,7.7356,6.3627,8.3485,7.9842,23.4096,18.6421,8.3526,0.3836,1.5786,0.9242,0.0603,0.038,0.4509,1.1315,2.0853,2.969,0.9816,0.0432,0.0471,0.1852,0.9851,1.7159,6.336,8.0519,9.037,7.124399401,9.119660883
4312.5,20.0807991,55.3716011,8.159176017,4312.5,9.5035,8.0869,10.0405,8.014,29.852,22.5395,10.3628,0.477,1.8771,1.1413,0.0319,0.0881,0.6984,1.0016,2.8591,2.927,0.768,0.0847,0.0713,0.2038,1.3494,1.9618,6.9706,8.9325,10.2819,8.159176017,9.677591609
4313,24.20689964,56.71820068,9.084674009,4313,11.0954,9.6315,11.6685,8.0089,38.6225,27.0283,12.4101,0.5754,2.2563,1.3469,0.0101,0.2254,1.0966,0.9756,3.477,2.907,0.8082,0.1321,0.0425,0.1642,1.3482,2.246,7.5487,9.7947,11.1428,9.084674009,9.570481698
4313.5,30.06920052,57.58449936,9.680068288,4313.5,10.9178,9.4595,11.6553,7.9908,43.2005,29.9366,13.5603,0.6368,2.5337,1.4336,0.0144,0.3056,1.3181,1.0456,3.364,3.0697,0.9528,0.099,0.0268,0.1195,1.0466,2.5808,7.6864,10.2672,11.3138,9.680068288,9.109156815
4314,34.95970154,57.77149963,9.808590814,4314,9.6842,8.2627,9.8754,7.9962,41.9795,30.0294,13.5515,0.6443,2.5407,1.3951,0.0072,0.1749,1.2346,1.7675,2.6396,3.2186,1.2287,0.0464,0.0124,0.0184,0.7273,2.9505,7.3954,10.3459,11.0732,9.808590814,8.380868455
4314.5,42.76390076,57.39609909,9.550583567,4314.5,7.9936,6.615,8.4912,8.002,38.9488,29.1394,13.0583,0.6346,2.4595,1.2791,0.0257,0.1553,1.2853,2.0785,2.1416,3.2127,1.3177,0.0344,0.0021,0.0007,0.4787,3.009,7.1372,10.1462,10.625,9.550583567,8.122984825
4315,47.26800156,57.52230072,9.637320083,4315,7.1946,5.8331,8.7482,8.0106,38.0521,28.7136,12.8732,0.6323,2.4018,1.2289,0.2537,0.4433,0.9684,1.8735,2.334,2.7087,1.2325,0.1359,0.0136,0.0009,0.4604,2.6934,6.9683,9.6617,10.1221,9.637320083,8.45001489
4315.5,41.99779892,56.85929871,9.181648595,4315.5,7.9338,6.5565,9.594,8.0173,39.6745,30.1805,13.4321,0.6636,2.5197,1.2645,0.4309,0.5578,0.6548,1.5691,2.7798,2.3613,0.9323,0.2541,0.0405,0.0034,0.597,2.3383,6.7021,9.0404,9.6374,9.181648595,8.526512654
4316,39.09249878,56.5970993,9.001442821,4316,8.9411,7.5395,10.2745,8.0262,44.8047,33.0441,14.6604,0.7185,2.7682,1.4074,0.4528,0.4821,0.4964,1.2599,3.2543,1.9963,0.5118,0.3491,0.0621,0.0039,0.7217,2.3161,6.117,8.4332,9.1549,9.001442821,8.197439007
4316.5,44.22109985,56.65539932,9.041511562,4316.5,9.0485,7.6441,9.597,8.0142,49.8773,34.2614,15.1284,0.7305,2.889,1.5043,0.3554,0.3824,0.5413,1.1075,3.2649,2.005,0.3083,0.2808,0.0948,0.0102,0.8742,2.6648,5.3412,8.0061,8.8803,9.041511562,7.523210967
4317,47.12730026,56.4681015,8.912784537,4317,8.2473,6.8627,7.7484,8.0177,49.6836,32.9456,14.5274,0.692,2.7988,1.4894,0.0776,0.1609,1.0264,1.1603,2.5001,2.3729,0.2713,0.0862,0.086,0.0427,0.9864,3.0621,4.6704,7.7325,8.7189,8.912784537,6.743372148
4317.5,46.7276001,55.81399918,8.463229674,4317.5,7.8598,6.4842,6.8806,8.0024,41.946,30.4622,13.4674,0.6342,2.5944,1.4153,0.0125,0.1645,1.0823,1.1321,2.1512,2.534,0.3175,0.0305,0.0452,0.0692,1.0869,3.2235,4.3059,7.5294,8.6162,8.463229674,6.686830239
4318,48.40219879,55.37789917,8.163504584,4318,7.6847,6.3129,7.5431,8.0009,34.2164,27.0453,12.0791,0.5588,2.2961,1.317,0.0027,0.145,1.139,1.101,1.8003,2.5563,0.4568,0.0386,0.0232,0.0347,1.2562,3.1557,4.2212,7.377,8.6332,8.163504584,6.97288741
4318.5,46.05970001,55.07170105,7.953059141,4318.5,8.4025,7.0143,8.2712,8.0112,32.6443,25.0483,11.4385,0.5163,2.0969,1.3081,0.0012,0.0826,1.0849,1.3239,1.5681,2.4459,0.711,0.0404,0.0105,0.0117,1.2643,2.8357,4.5385,7.3742,8.6384,7.953059141,6.872173459
4319,36.75500107,55.12039948,7.986528849,4319,8.5113,7.1204,8.1608,7.9913,33.8553,23.8147,11.1824,0.4912,1.9535,1.3433,0.0032,0.1015,0.8732,1.3254,1.6589,2.4078,1.0067,0.0348,0.0093,0.0268,1.1572,2.2161,5.2922,7.5082,8.6654,7.986528849,6.581338123
4319.5,30.0916996,55.31710052,8.121718574,4319.5,8.4216,7.0329,8.2096,8.0093,32.5715,22.2102,10.7068,0.4611,1.7784,1.3296,0.0048,0.0821,0.8323,1.2191,1.6671,2.5136,1.2203,0.0726,0.0054,0.0304,1.1944,1.5651,6.1212,7.6864,8.8808,8.121718574,5.973604303
4320,29.05330086,55.13570023,7.997044829,4320,7.8514,6.476,8.2078,7.9934,27.9583,19.4337,9.4826,0.4046,1.5364,1.1956,0.0367,0.0657,0.5955,1.0826,1.5027,2.5501,1.8109,0.1253,0.0014,0.0284,1.4126,1.1385,6.6082,7.7467,9.1593,7.997044829,5.200898492
4320.5,29.55290031,54.51570129,7.570928724,4320.5,6.6622,5.3111,7.5887,7.9951,23.3127,16.5154,8.0145,0.3386,1.3127,1.0264,0.1021,0.0846,0.3558,0.9358,1.2689,2.5347,2.2498,0.1842,0.0016,0.0225,1.5521,1.0709,6.567,7.6379,9.19,7.570928724,4.595120242
4321,26.87989998,53.38349915,6.792782918,4321,6.2148,4.8716,7.2078,7.995,20.4112,14.7989,7.0843,0.2954,1.1887,0.9258,0.1441,0.1079,0.1588,0.9087,0.8382,2.2353,2.8828,0.3275,0.0004,0.0039,1.4346,1.152,6.3267,7.4787,8.9133,6.792782918,4.233205989
4321.5,23.53660011,51.84519958,5.735532361,4321.5,5.8532,4.516,7.0188,7.9966,19.8008,14.8596,6.8345,0.28,1.2302,0.9167,0.1132,0.1671,0.1266,0.8249,0.6391,2.0966,3.0815,0.3847,0.0005,0.0022,0.9636,1.1976,6.1139,7.3114,8.275,5.735532361,4.160512397
4322,21.13419914,50.93769836,5.111820182,4322,5.4821,4.1505,6.7433,8.0058,20.5695,15.2772,6.9482,0.2787,1.2739,0.9601,0.1071,0.2045,0.2642,0.7168,0.4107,2.0664,3.0376,0.3671,0.0084,0.0463,0.5587,1.1803,5.9443,7.1246,7.6833,5.111820182,4.174927167
4322.5,18.84429932,50.32699966,4.692095989,4322.5,5.2002,3.8726,6.615,7.9835,21.0506,15.5862,7.1031,0.2813,1.293,0.9991,0.1129,0.2296,0.4559,0.6795,0.1927,2.1114,2.9124,0.2633,0.0275,0.0994,0.5844,1.1342,5.7719,6.906,7.4905,4.692095989,4.27041032
4323,19.35639954,49.99860001,4.466391757,4323,5.2649,3.9364,6.6767,7.9782,21.53,15.2962,7.2841,0.2848,1.2272,1.0416,0.2035,0.5533,0.4835,0.3884,0.1338,2.0094,2.6259,0.2298,0.0484,0.1388,0.7724,1.1476,5.4381,6.5857,7.3581,4.466391757,4.339057908
4323.5,21.16340065,50.0658989,4.512645289,4323.5,5.3742,4.0441,6.8651,7.983,22.9031,15.2835,7.6847,0.2946,1.1691,1.1269,0.2461,0.6359,0.3965,0.3295,0.3293,1.7728,2.3184,0.3251,0.0499,0.1658,0.8573,1.2093,5.0266,6.2359,7.0932,4.512645289,4.234504312
4324,21.05509949,49.99610138,4.464674488,4324,5.1568,3.8297,6.806,7.9899,23.9618,16.7695,8.5765,0.3229,1.2648,1.2858,0.3386,0.5704,0.1608,0.3927,0.9504,1.3844,1.5896,0.6544,0.0831,0.1064,0.7356,1.2406,4.6511,5.8917,6.6273,4.464674488,4.265725724
4324.5,22.63310051,49.90589905,4.402679758,4324.5,5.0236,3.6983,6.0349,7.9914,27.0975,17.5823,9.0535,0.337,1.3203,1.3756,0.2573,0.3748,0.0773,0.6492,1.2444,1.0387,1.2878,0.8639,0.0972,0.0355,0.4092,1.3467,4.3535,5.7002,6.1094,4.402679758,4.713623489
4325,25.56839943,49.67649841,4.245016091,4325,4.9994,3.6744,5.1636,7.9855,28.6376,17.479,8.9552,0.3305,1.3182,1.3741,0.0378,0.0653,0.1037,1.2374,1.3599,0.5102,1.3754,0.9379,0.0552,0.0015,0.1185,1.5311,4.1946,5.7257,5.8443,4.245016091,5.671243014
4325.5,26.7317009,49.63219833,4.214569302,4325.5,5.2958,3.9668,5.6018,7.9814,25.561,16.7132,8.5254,0.3162,1.2727,1.3008,0.0126,0.0202,0.1365,1.6143,1.1307,0.3635,1.6989,0.8333,0.0228,0,0.0486,1.7521,4.2089,5.961,6.0096,4.214569302,6.425415421
4326,24.66160011,50.23889923,4.631545863,4326,6.0955,4.7543,7.5531,8.0008,24.4367,17.564,9.0647,0.3422,1.3215,1.3545,0.0663,0.0298,0.2459,1.9099,0.9059,0.4527,2.048,0.6943,0.0182,0.0002,0.0879,2.1696,4.2611,6.4306,6.5185,4.631545863,7.386779221
4326.5,20.14159966,51.20830154,5.297801749,4326.5,7.8078,6.4333,9.4312,7.993,27.744,21.1568,11.0486,0.4291,1.5631,1.5939,0.1187,0.1044,0.4171,2.0311,0.9647,0.6558,2.0653,0.6276,0.0394,0.0006,0.1517,2.7257,4.3751,7.1007,7.2525,5.297801749,8.071822454
4327,20.22159958,52.84690094,6.4239869,4327,9.0366,7.6325,10.4002,8.0034,33.5018,26.3509,13.755,0.5486,1.9344,1.9159,0.1297,0.4227,0.6136,2.1718,1.3671,0.818,1.8982,0.5423,0.0194,0.0003,0.2751,3.1719,4.6339,7.8058,8.0808,6.4239869,8.182402204
4327.5,28.89089966,54.61100006,7.636426159,4327.5,9.1584,7.7511,10.6703,8.0101,39.9184,29.8846,15.4693,0.6289,2.1941,2.0982,0.1971,0.6604,0.8885,1.9752,1.7046,1.059,1.5108,0.4759,0.0112,0,0.6277,3.2959,4.9027,8.1986,8.8263,7.636426159,7.888849069
4328,37.94660187,55.75419998,8.422130572,4328,8.9201,7.519,9.8752,7.9962,45.9986,29.8111,15.2113,0.631,2.2166,2.0037,0.3457,0.9208,1.1903,1.3889,2.2041,1.3581,0.9017,0.3144,0.0195,0.0001,1.3013,3.15,5.0155,8.1654,9.4667,8.422130572,7.261592372
4328.5,45.60340118,56.13059998,8.680824725,4328.5,8.2027,6.8192,8.4084,8.0076,42.0923,26.3507,13.3032,0.5708,1.9762,1.6622,0.343,0.9783,1.2074,1.017,2.4574,1.4332,0.6267,0.2205,0.0174,0.0001,1.9612,2.9116,4.8579,7.7695,9.7307,8.680824725,6.898720779
4329,51.09519958,55.36569977,8.155120116,4329,7.1523,5.7917,7.2347,8.0122,31.0796,22.4497,11.5628,0.5119,1.6518,1.3697,0.3906,0.9114,0.6594,1.1094,2.7872,1.0778,0.4176,0.2467,0.0191,0,2.2616,2.8432,4.3909,7.2341,9.4957,8.155120116,7.203497773
4329.5,42.56399918,54.79859924,7.765360305,4329.5,7.1603,5.7995,6.7581,8.0005,26.3017,19.5862,10.4643,0.4709,1.3864,1.2037,0.3051,0.6241,0.39,1.3711,2.9873,0.8203,0.2855,0.3439,0.0467,0.0001,1.9619,3.0073,3.8962,6.9035,8.8653,7.765360305,7.797039629
4330,30.42309952,54.37850189,7.476633603,4330,7.8342,6.4591,7.3092,7.9975,25.6569,19.432,10.8418,0.4897,1.3184,1.2383,0.1304,0.1026,0.2453,1.9438,2.9936,0.5732,0.4457,0.4249,0.0381,0.0001,1.2589,3.2586,3.6236,6.8822,8.141,7.476633603,8.413166871
4330.5,26.32620049,54.8628006,7.809484947,4330.5,9.075,7.6699,8.5024,8,25.415,19.618,11.3816,0.5149,1.2685,1.2961,0.1374,0.0269,0.2005,2.125,2.7752,0.7715,0.7371,0.3256,0.0119,0,0.6172,3.4904,3.696,7.1865,7.8036,7.809484947,8.788531687
4331,24.98550034,55.31729889,8.121854907,4331,9.9435,8.5146,9.0577,7.9997,25.9001,19.1051,11.3389,0.5159,1.205,1.2775,0.0679,0.0295,0.6193,2.3564,1.6723,1.8378,1.1079,0.0845,0.0007,0,0.2376,3.7586,3.9924,7.751,7.9886,8.121854907,8.618597653
4331.5,27.60849953,55.85609818,8.492163694,4331.5,9.3913,7.9779,8.7325,8.0116,25.2339,18.1172,11.0597,0.501,1.1101,1.2564,0.0287,0.0124,0.9997,2.3136,1.0998,2.4409,1.3064,0.043,0.0001,0,0.2155,3.8017,4.4535,8.2551,8.4706,8.492163694,8.013193879
4332,28.19560051,55.8266983,8.471957597,4332,8.5195,7.1284,8.1045,8.0215,23.7968,17.1687,10.8084,0.4871,1.0187,1.2397,0.0441,0.0172,1.0957,1.978,1.0997,2.7787,1.333,0.1873,0.0235,0.0133,0.3594,3.5236,4.9523,8.4759,8.8354,8.471957597,7.313960132
4332.5,24.77820015,55.3852005,8.168522681,4332.5,7.5661,6.1969,7.391,8.0493,23.0217,17.1887,11.0061,0.4952,1.006,1.2663,0.0357,0.0439,1,1.7204,1.2486,2.8347,1.1669,0.2262,0.101,0.0801,0.5437,3.1014,5.2279,8.3293,8.873,8.168522681,6.967734596
4333,23.29759979,54.71289825,7.706459281,4333,6.7151,5.363,6.8847,8.0275,25.0244,18.835,12.1476,0.551,1.095,1.3765,0.0057,0.0534,0.8299,1.4794,1.5207,2.431,1.076,0.1866,0.1397,0.1851,0.8341,2.8107,5.1402,7.9508,8.7849,7.706459281,6.953230482
4333.5,22.51980019,54.3689003,7.47003457,4333.5,6.5601,5.2108,7.0376,8.0112,28.9554,20.9679,13.5115,0.6144,1.2212,1.5236,0,0.0302,0.8142,1.7185,1.4809,1.8574,1.2264,0.2615,0.055,0.1262,0.9678,2.9035,4.7107,7.6142,8.582,7.47003457,7.231956248
4334,22.36829948,54.45069885,7.526253507,4334,7.008,5.6503,7.698,8.007,32.2786,23.8309,15.3956,0.7017,1.3901,1.7286,0.0047,0.1631,1.2532,1.846,1.3161,1.2399,1.1767,0.3434,0.0066,0.0129,0.8318,3.1991,4.2092,7.4082,8.2401,7.526253507,7.43465627
4334.5,26.43029976,55.05580139,7.942131541,4334.5,8.1159,6.7344,8.4322,8.0183,37.2372,28.533,18.6893,0.8502,1.6433,2.106,0.03,0.5099,1.4315,1.7146,1.41,0.9462,0.9464,0.3293,0.0095,0.0001,0.5268,3.517,3.7496,7.2666,7.7933,7.942131541,7.339427826
4335,32.23839951,55.81240082,8.462131146,4335,7.9364,6.5591,9.3054,8.0111,47.3704,35.3875,23.6223,1.0762,2.0059,2.6546,0.1042,1.1778,1.6177,1.2073,1.5093,0.7953,0.4867,0.2428,0.0347,0.0007,0.3965,3.8437,3.0892,6.9329,7.3294,8.462131146,7.25726365
4335.5,37.92419815,56.32020187,8.811135308,4335.5,7.7322,6.3594,9.4867,7.9958,63.1565,43.2334,29.3713,1.3422,2.4172,3.2809,0.1728,1.2557,1.6387,1.0374,1.3185,0.8074,0.2675,0.1596,0.0364,0.0007,0.8616,4.0032,2.2285,6.2316,7.0932,8.811135308,6.830802559
4336,47.81430054,56.33670044,8.822474529,4336,7.7383,6.3654,8.4358,8.0034,71.2773,48.0532,33.0903,1.513,2.6586,3.6926,0.3335,0.8396,1.5751,1.1589,0.5878,0.7602,0.2572,0.0474,0.0095,0.0001,1.9501,3.768,1.4421,5.2101,7.1603,8.822474529,6.253812153
4336.5,62.40750122,56.67480087,9.054845961,4336.5,7.2182,5.8563,7.5894,7.9998,65.1173,50.0017,34.6649,1.5868,2.7743,3.8594,0.4764,0.4791,1.5511,1.1519,0.2265,0.5864,0.3353,0.0143,0.0024,0.0001,2.9072,3.2797,1.0417,4.3214,7.2287,9.054845961,6.312985876
4337,72.07530212,56.97689819,9.262472985,4337,6.63,5.2794,7.6078,8,63.7524,46.6116,32.3336,1.4768,2.6162,3.6157,0.5614,0.5201,1.7044,0.6945,0.0356,0.3287,0.405,0.0203,0.0184,0.0044,3.1768,2.9225,0.9327,3.8552,7.032,9.262472985,6.528828044
4337.5,69.83529663,56.2655983,8.773607077,4337.5,7.0086,5.6508,7.352,8.0011,65.1173,40.2578,28.1726,1.2822,2.2464,3.1721,0.6362,0.9077,1.7806,0.3418,0.0053,0.3158,0.3664,0.028,0.0305,0.0104,2.8343,2.8721,1.0511,3.9232,6.7575,8.773607077,6.35958155
4338,65.37619781,55.68379974,8.373745528,4338,6.7347,5.3822,6.2673,8.0153,51.3221,33.3107,23.5302,1.0664,1.8402,2.6708,0.6393,1.6568,1.7706,0.1045,0.0135,0.4763,0.3265,0.0159,0.0089,0.0045,2.2763,3.082,1.2663,4.3484,6.6246,8.373745528,6.361278728
4338.5,59.63040161,55.23429871,8.064810107,4338.5,6.2293,4.8858,5.9873,8.0125,36.9712,28.062,20.105,0.909,1.5166,2.292,0.5489,1.9116,1.8446,0.1308,0.0651,0.6492,0.2817,0.0036,0.0008,0.0006,1.807,3.2996,1.511,4.8106,6.6176,8.064810107,6.837597103
4339,46.2779007,55.0007019,7.904262477,4339,7.063,5.7042,7.3917,8.0031,35.2623,26.3234,19.0268,0.8619,1.4006,2.1615,0.7208,1.349,1.863,0.6961,0.2961,0.7657,0.182,0,0,0,1.5535,3.2491,1.8287,5.0778,6.6313,7.904262477,6.92487472
4339.5,35.36610031,54.52460098,7.577045349,4339.5,7.7851,6.4111,8.0831,7.998,37.2046,25.8735,18.6431,0.848,1.3912,2.1013,0.9376,1.0727,1.5856,1.1634,0.5383,0.7511,0.1493,0.0002,0,0,1.4449,3.0642,2.1281,5.1924,6.6373,7.577045349,6.231548232
4340,36.48360062,53.89450073,7.143986758,4340,6.876,5.5208,6.979,8.0086,36.6947,24.5082,17.536,0.8029,1.3414,1.9515,1.105,0.8969,0.7433,1.9909,1.0232,0.4417,0.2373,0.0097,0,0,1.3712,2.9094,2.3219,5.2313,6.6024,7.143986758,5.399984097
4340.5,38.75770187,53.05929947,6.569965271,4340.5,6.1162,4.7746,5.8793,8.012,32.8168,21.2859,15.1993,0.6983,1.1745,1.6802,1.0728,0.7726,0.363,2.1271,1.4588,0.2327,0.3112,0.0356,0.0001,0,1.2799,2.65,2.5518,5.2018,6.4817,6.569965271,4.873708903
4341,35.50680161,52.39289856,6.111957773,4341,5.8003,4.4639,5.9327,8.0042,29.1381,18.817,13.5236,0.623,1.0281,1.4868,0.9008,0.6966,0.2157,1.6225,2.0576,0.2075,0.2698,0.1283,0.0361,0.0009,1.1436,2.3183,2.822,5.1403,6.2839,6.111957773,5.118220097
4341.5,31.41819954,51.89450073,5.769416311,4341.5,5.8404,4.5033,6.3533,7.9999,27.2623,17.4861,12.6455,0.5864,0.9381,1.3719,0.8334,0.4523,0.1161,1.3013,2.4289,0.3344,0.1479,0.1776,0.1016,0.002,1.0201,2.0455,3.068,5.1135,6.1336,5.769416311,5.963891386
4342,31.09930038,51.79159927,5.698693659,4342,6.1181,4.7765,6.4017,8.0007,24.438,17.4624,12.6543,0.5896,0.931,1.3598,0.5708,0.2147,0.1978,1.0184,2.4139,1.0113,0.2028,0.1695,0.0854,0.0023,0.872,2.0445,3.396,5.4406,6.3126,5.698693659,7.192822373
4342.5,30.67370033,52.47660065,6.169484981,4342.5,7.2298,5.8676,7.4419,8.0045,24.7211,18.9253,13.4875,0.6345,1.0417,1.4206,0.3067,0.1573,0.3307,1.2118,2.246,1.3867,0.3702,0.1341,0.0452,0.0103,0.7571,2.3776,3.8238,6.2014,6.9585,6.169484981,8.687258631
4343,25.38100052,54.19649887,7.351545616,4343,8.8904,7.4901,9.9138,8.0091,29.2448,20.8411,14.6595,0.6944,1.1802,1.5214,0.0979,0.0543,0.556,1.6018,2.6274,1.7957,0.4523,0.0951,0.0405,0.0474,0.6313,2.8201,4.5808,7.4009,8.0322,7.351545616,9.99252425
4343.5,23.96960068,56.41450119,8.875945835,4343.5,10.2876,8.8486,12.1537,8.0241,33.3751,23.6641,16.3849,0.7813,1.3858,1.6761,0.1545,0.0806,0.8536,1.8224,2.8797,2.2246,0.4126,0.0741,0.0343,0.0694,0.5379,3.3457,5.3865,8.7322,9.2701,8.875945835,10.82296237
4344,29.46549988,58.83710098,10.54096287,4344,11.5127,10.0351,13.7596,8.0393,36.912,27.3823,18.8859,0.9074,1.614,1.8993,0.3033,0.137,0.9857,2.5098,3.4,2.5365,0.2847,0.0532,0.0429,0.0916,0.6106,4.0376,6.0255,10.0631,10.6737,10.54096287,11.18201446
4344.5,33.29100037,60.72040176,11.83532767,4344.5,11.7363,10.2513,15.0044,8.0524,43.9651,32.0131,22.0073,1.0629,1.8899,2.1867,0.3676,0.2066,1.2085,2.9088,3.6836,2.5291,0.2967,0.0315,0.0315,0.0868,0.8761,4.7927,6.3069,11.0996,11.9757,11.83532767,11.34241322
4345,35.27030182,62.35200119,12.95670185,4345,11.8729,10.3832,15.2024,8.0535,51.957,36.0463,24.5788,1.1878,2.1463,2.4392,0.1273,0.4344,2.111,2.5695,3.9543,2.5043,0.2365,0.009,0.0084,0.043,1.2427,5.6496,6.0853,11.7349,12.9776,12.95670185,11.26436874
4345.5,41.19670105,63.34590149,13.63979484,4345.5,11.8429,10.3543,13.9995,8.0551,54.3186,38.1937,25.8886,1.2503,2.2766,2.573,0.0482,0.6675,2.4899,2.1302,4.2636,2.1339,0.1091,0.0016,0.0115,0.0443,1.533,6.2228,5.4665,11.6893,13.2223,13.63979484,10.84375003
4346,49.48550034,63.40430069,13.67993175,4346,11.6616,10.1791,12.0616,8.0596,52.6441,39.2674,26.4043,1.2802,2.3522,2.6003,0.1364,1.1119,2.8652,1.4511,4.1807,1.5086,0.0387,0.0007,0.0145,0.0211,1.5815,6.565,4.5488,11.1138,12.6953,13.67993175,10.3057956
4346.5,53.58750153,63.5766983,13.79841808,4346.5,10.897,9.4394,10.4771,8.0685,54.764,40.5718,27.1533,1.3242,2.426,2.6379,0.3634,1.2954,3.1792,1.1737,3.4436,1.262,0.07,0.0021,0.0086,0.0061,1.4749,6.696,3.5373,10.2333,11.7082,13.79841808,9.746512727
4347,53.02539825,63.17660141,13.5234374,4347,10.5352,9.0888,9.721,8.0641,60.8749,40.8961,27.4904,1.3434,2.4073,2.6572,0.7281,1.8227,3.0801,0.9432,2.3462,0.8921,0.1539,0.0036,0.0034,0.0007,1.4051,6.7235,2.4996,9.223,10.6281,13.5234374,8.997930458
4347.5,52.57320023,62.17829895,12.83731887,4347.5,9.892,8.4646,9.1725,8.0557,59.3869,39.4105,26.522,1.299,2.2999,2.5501,0.7941,2.262,2.7969,0.7256,1.797,0.8056,0.1724,0.0039,0.0005,0,1.4707,6.5841,1.7611,8.3452,9.8159,12.83731887,8.038912951
